input_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
sort list `mylist` in alphabetical order,sort list `mylist` by string `str`,sort mylist by name,0.5,0.4,2
get multiple parameters with same name from a url in pylons,Flask get value of request variable 'c',Get all c,0.1111111111111111,0.14285714285714288,2
decode json string `request.body` to python dict,decode JSON string `request` to a dictionary,JSON - loads request body,0.6666666666666666,0.5,2
call `doSomething()` in a try-except without handling the exception,try to catch an Exception in string'soura',This method will try to do something on a node.,0.33333333333333326,0.20000000000000004,2
"create a matrix from a list `[1, 2, 3]`",Create a matrix `x` with 3 rows and 2 columns in Numpy,x = 1 2 3,0.4761904761904762,0.46153846153846156,2
convert a 1d `A` array to a 2d array `B`,reshape a numpy array `A` with 3d array `B`,reshape B to length 2,0.5263157894736842,0.26666666666666666,2
use regex pattern '^12(?=.{4}$)' to remove digit 12 if followed by 4 other digits in column `c_contofficeID` of dataframe `df`,replace non-ascii characters in a string `c_contofficeID` with a lowercase,df. c_contofficeID. str. replace ( ^ \ s + \ s +,0.1764705882352941,0.20689655172413793,2
sort a list of objects 'somelist' where the object has member number variable `resultType`,sort list `somelist` by the `modified` attribute of elements,Sort the list of all the objects in the list.,0.43478260869565216,0.41666666666666663,2
Configure url in django properly,remove the fragment identifier `^` from the end of string `sms.urls`,Returns a regex that matches the sms. urls.,0.0,0.0,2
cartesian product of `x` and `y` array points into single array of 2d points,create a list containing the 3d array of numpy arrays `x` and `y`,Return a 2D array of points x y,0.3703703703703704,0.5454545454545454,2
flatten list `list_of_menuitems`,convert a list of nested dictionaries `list_of_menuitems` into a flat list,Returns a list of images for all menuitems.,0.4444444444444444,0.4615384615384615,2
reverse the keys and values in a dictionary `myDictionary`,convert a list of tuples `list` into a dictionary,list of items,0.2222222222222222,0.0,2
How can I split and parse a string in Python?,convert a string '2.7.0_bf4fda703' into a,2. 7. 0 BF4FDA7 7,0.2105263157894737,0.0,2
find maximum with lookahead = 4 in a list `arr`,find the maximum value in a numpy array `arr`,Returns the largest absolute value in the array.,0.5555555555555556,0.11764705882352941,2
iterate over a dictionary `d` in sorted order,sort a dictionary `d` by value,Iterate over all keys in the dictionary.,0.42857142857142855,0.5333333333333333,2
Get Last Day of the second month in 2100,month range of year `2100` with two decimal points,Return a valid calendar month range.,0.3333333333333333,0.13333333333333333,2
webbrowser open url 'http://example.com',display a webpage with url 'http://example.com',Open a web browser to the example. com page.,0.5714285714285715,0.4,2
find the index of sub string 's' in string `str` starting from index 16,find string `s` in string `str`,Returns the first s in the string.,0.6,0.38095238095238093,2
create a list `files` containing all files in directory '.' that starts with numbers between 0 and 9 and ends with the extension '.jpg',list all files in the directory `.`,Returns a list of all files in the directory.,0.41379310344827586,0.43750000000000006,2
make matplotlib plot legend put marker in legend only once,change legend size to 1 by `1`,Creates a legend with the given number of points.,0.11764705882352941,0.10526315789473685,2
compile Visual Studio project `project.sln` from the command line through python,execute command'msbuild project.sln/p:1' with arguments ',Runs msbuild on the system,0.28571428571428575,0.11764705882352941,2
read csv file 'my_file.csv' into numpy array,get data of dataframe `my_file` in dataframe `my_data`,Load my data from a file.,0.2105263157894737,0.26666666666666666,2
create list of 'size' empty strings,get a list of all string values in a list `strs`,Generate a string of size size,0.23529411764705885,0.3333333333333333,2
sort a list of dictionary `persons` according to the key `['passport']['birth_info']['date']`,sort list of dictionary `persons` by the value of key 'pass',Returns a sorted list of persons.,0.56,0.4,2
"set an array of unicode characters `[u'\xe9', u'\xe3', u'\xe2']` as labels in Matplotlib `ax`",set y-axis of plot `ax` to labels '\xe9',Set y - axis tick labels.,0.3846153846153846,0.1818181818181818,2
create a list `result` containing elements form list `list_a` if first element of list `list_a` is in list `list_b`,get a list of all items in a list of lists `list_a` where the first,Returns a list of all the items in the list_a.,0.47368421052631576,0.3636363636363636,2
modify sys.path for python module `subdir`,set pythonpath in python script.,Add os. path to sys. path,0.16666666666666666,0.30769230769230765,2
Get data from dataframe `df` where column 'X' is equal to 0,sum the number of rows in dataframe `df` with summing the values of column 'User,Sums the users by X,0.22222222222222224,0.11764705882352941,2
clear the terminal screen in Linux,execute command 'clear' in the terminal from the terminal,Clear the system cache,0.5333333333333333,0.4,2
Sum the corresponding decimal values for binary values of each boolean element in list `x`,get the number of squares values in a list of lists `x`,Sums the bits in x.,0.4444444444444445,0.3,2
Convert a string of numbers 'example_string' separated by comma into a list of numbers,convert a string `example_string` into a list of integers,Returns an array of integers.,0.7200000000000001,0.1,2
"Check if 3 is not in the list [4,5,6]","check if list `[4, 5, 6]` is empty",3 is not supported,0.7368421052631579,0.39999999999999997,2
find all occurrences of a substring in a string,get the position of item 1 in `testlist`,Find all the matches in the re.,0.23529411764705882,0.375,2
"download file from http url ""http://randomsite.com/file.gz"" and save as ""file.gz""",retrieve a url from a django view,URL retrieve function,0.18181818181818182,0.1111111111111111,2
check if a local variable 'myVar' exists,check if variable `myVar` exists in list `locals`,This is a hack to avoid the problem with the code that is not in the context of a,0.6666666666666666,0.07692307692307693,2
Parse DateTime object `datetimevariable` using format '%Y-%m-%d',convert a date variable `datevariable` into a string formatted as '%Y-%m-%d,returns the current date as a string,0.27272727272727276,0.0,2
change the state of the Tkinter `Text` widget to read only i.e. `disabled`,make a window `text` jump to the front,Disable text input.,0.2727272727272727,0.11764705882352941,2
search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(ddd)',split string `aaabcabccd` by a space,aaa bbb bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,0.3157894736842105,0.25,2
search for regex pattern 'Test(.*)print' in string `testStr` including new line character '\n',finding the string `testStr` beginning and end of string `testStr`,Test string.,0.16666666666666666,0.25,2
find indexes of all occurrences of a substring `tt` in a string `ttt`,get the position of item 1 in `testlist`,Find all the matches in the re.,0.1904761904761905,0.3,2
"remove adjacent duplicate elements from a list `[1, 2, 2, 3, 2, 2, 4]`",get the grouped values by `1` from a list of lists `my_list`,Returns a list of all the keys in the group.,0.29629629629629634,0.16666666666666666,2
Use a regex to get all text in a string `example_str` that is not surrounded by square brackets,Find all substrings in `text` that have a regex match,Find all the regular expressions in the string.,0.41379310344827586,0.22222222222222218,2
normalize the dataframe `df` along the rows,find the square bracket '[]' from a pandas dataframe `df`,Calculate square root of the data.,0.375,0.15384615384615383,2
delete all rows in a numpy array `a` where any value in a row is zero `0`,remove all NaN values from a numpy array `a`,Return a new array with all elements set to true.,0.3846153846153846,0.22222222222222224,2
check if string `my_string` is empty,check if string `some_string` exists,if some_string is not a phrase we ll just ignore it,0.6153846153846153,0.3157894736842105,2
print number 1255000 as thousands separators,set the locale 'en' to 'en' if it begins with the same name of the,Set locale to en,0.0,0.0,2
save xlsxwriter file to 'C:/Users/Steven/Documents/demo.xlsx' path,write a file `C:/Users/St/C:/Users/St/C:/Users,Creates a workbook with the Story data,0.2727272727272727,0.0,2
replace spaces with underscore,"replace string `', `,` with ``",replace underscores with underscores,0.5714285714285715,0.5,2
Convert string '03:55' into datetime.time object,parse a date string '03:55' into a datetime object,Returns a datetime object with hour of 0. 5s.,0.6666666666666665,0.23529411764705882,2
select the last column of dataframe `df`,get a new column with the last column of dataframe `df`,Returns the last column of the dataframe.,0.6666666666666665,0.7142857142857143,2
merge lists `list_a` and `list_b` into a list of tuples,unzip list `list_a` and `list_b`,zips lists a and b,0.631578947368421,0.47058823529411764,2
Initialize a list of empty lists `x` of size 3,get a list of all possible string permutations of 3rd character `x`,x = [ x x + x + x + x + x + x + x + x,0.45454545454545453,0.10000000000000002,2
Find all `div` tags whose classes has the value `comment-` in a beautiful soup object `soup`,find all `div` tags whose class ends with string `soup`,Find all divs.,0.4615384615384615,0.21052631578947367,2
create a list of integers between 2 values `11` and `17`,"get a list of integers `range(11, 17)` in the range of 11 and",List of numbers of 11 - 17,0.56,0.4705882352941177,2
drop duplicate indexes in a pandas data frame `df`,get a list of duplicate rows in dataframe `df`,Return a DataFrame with duplicate columns removed.,0.4444444444444444,0.25,2
"check if the third element of all the lists in a list ""items"" is equal to zero.",check if all items in a list of lists `items` are identical,Returns true if any of the items in the list are 0.,0.6206896551724139,0.4827586206896552,2
convert date string `s` in format pattern '%d/%m/%Y' into a timestamp,convert a date string `s` into a datetime object,Create a time object from the string representation of the time.,0.5454545454545455,0.16666666666666669,2
sort a pandas data frame by column `Peak` in ascending and `Weeks` in descending order,"sort pandas data frame `df` by column 'Peak', 'weeks'",Sort the data frame by Peak Weeks and Sort Sort ascending.,0.6666666666666667,0.6153846153846153,2
Create a list containing words that contain vowel letter followed by the same vowel in file 'file.text',get a list of all the contents of a file 'file.txt',Returns a list of all the files in file. txt.,0.33333333333333337,0.35714285714285715,2
get number in list `myList` closest in value to number `myNumber`,get the minimum value in list `myList`,Returns the smallest element in the list.,0.5555555555555556,0.2222222222222222,2
split string 'abcdefg' into a list of characters,match regex pattern '\\w' on string 'abcdefg',Find all non - alphanumeric characters in a string.,0.26666666666666666,0.375,2
replace a string `Abc` in case sensitive way using maketrans,convert a string 'abc' into a normal string,A simple abbreviation for abc.,0.33333333333333326,0.26666666666666666,2
Convert array `a` to numpy array,Convert a numpy array `a` to a numpy array,Convert a NumPy array to Numpy array,0.8,0.923076923076923,2
Jinja join elements of array `tags` with space string ' ',"join a list of tags `tags` with a comma separated by `,`",{{{ tags | join,0.39999999999999997,0.3636363636363636,2
call `doSomething()` in a try-except without handling the exception,try to get rid of None values in list `l`,Do nothing if there is an element in the sequence.,0.20000000000000004,0.20000000000000004,2
sort a list of objects `s` by a member variable 'resultType',sort a list of strings `s` by the attribute'resultType',Sorts the results by type.,0.6666666666666666,0.12500000000000003,2
get a list of characters in string `x` matching regex pattern `pattern`,extract all matches from a string `pattern`,print all matches,0.3157894736842105,0.0,2
format the variables `self.goals` and `self.penalties` using string formatting,convert a list of strings `goals` into a string,Goals are a number of times.,0.19999999999999998,0.11764705882352942,2
divide each element in list `myList` by integer `myInt`,divide elements in list `myList` by `myInt`,Add a new element to the list,0.75,0.25,2
Convert each list in list `main_list` into a tuple,convert list of lists `main_list` into list of tuples of lists,Map main list to a list of lists.,0.5454545454545454,0.4444444444444445,2
Execute a post request to url `http://httpbin.org/post` with json data `{'test': 'cheers'}`,"Check the status code of url ""http://httpbin.org/post""",Make a POST request to the httpbin. org,0.4,0.5217391304347827,2
read file 'filename' line by line into a list `lines`,get a list of lines `lines` of a file `filename`,Reads the file and returns the sequence of tokens.,0.5,0.10526315789473685,2
convert a list of dictionaries `listofdict into a dictionary of dictionaries,Convert a list of dictionaries `listof_dict` into a flat list,list of dictionaries,0.6363636363636364,0.42857142857142855,2
List comprehension with an accumulator in range of 10,convert decimal 10 to a list of its binary values,Returns a list of integers.,0.3157894736842105,0.2857142857142857,2
"print '[1, 2, 3]'",printing elements of list `l` as string formatting,Print the two lists of the two lists,0.0,0.16666666666666666,2
"select multiple ranges of columns 1-10, 15, 17, and 50-100 in pandas dataframe `df`","add row `[1, 1, 2, 3, 4, 5,",DF. illustration of the R^2 matrix.,0.08333333333333333,0.17391304347826086,2
"Split a string `string` by multiple separators `,` and `;`","trim string `s` with comma `,`",Split string into a list of strings.,0.15384615384615385,0.39999999999999997,2
Split a string `s` by space with `4` splits,split string `s` by space,Split a string into a list of strings,0.7142857142857143,0.35294117647058826,2
extract date from a string `monkey 10/01/1980 love banana`,parse string'monkey 10/01/1980' into datetime,Parse the Dparser,0.5263157894736842,0.0,2
Mysql commit current transaction,commit the contents of a sqlalchemy table `con`,Commit the transaction,0.16666666666666666,0.5714285714285715,2
read file `fname` line by line into a list `content`,read a file `fname`,Reads the file and returns the sequence of tokens.,0.5714285714285715,0.10526315789473685,2
match regex '\\((.*?)\\)|(\\w)' with string '(zyx)bc',match regex pattern '\\((.*?)\\)(?:w-)?(?:,Find all the words in a string,0.5454545454545454,0.14285714285714285,2
stack two dataframes next to each other in pandas,create a pandas dataframe `GOOG` with keys of list `AAPL`,GOOG AAPL and AAPL are supported.,0.10526315789473685,0.0,2
select a first form with no name in mechanize,select all rows in dataframe `br` where the number of rows are greater than 0,select form for br,0.16666666666666669,0.30769230769230765,2
download file from http url `file_url`,download file `file_url` with extension `file_name`,Download the file from the server,0.5333333333333333,0.4615384615384615,2
"get the size of a list `[1,2,3]`","Getting the length of array `[1, 2, 3]`",Returns the number of elements in the list.,0.5882352941176471,0.35294117647058826,2
get canonical path of the filename `path`,get the canonical path of file `path`,Returns the real path of the given path.,0.8571428571428571,0.5333333333333333,2
split a string `42 0` by white spaces.,"split string ""42 0"" into a list of strings",42 0 42 0 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42,0.5882352941176471,0.14814814814814814,2
setup a smtp mail server to `smtp.gmail.com` with port `587`,create a string `server` containing the contents of a string `smtp.gmail`,Create a new SMTP server,0.3333333333333333,0.35294117647058826,2
get the size of object `items`,Getting the length of items `items`,Returns the number of items in the list.,0.5,0.42857142857142855,2
List all the files that matches the pattern `hello*.txt`,Search for string 'hello.txt' in the directory `hello`,Globs for all hello. txt files.,0.3157894736842105,0.5,2
how to get month name of datetime `today`,Convert a list of strings `today` into a string,Return today s string representation,0.23529411764705882,0.15384615384615385,2
join each element in array `a` with element at the same index in array `b` as a tuple,create a list containing the zip output of each two elements at the same index of numpy array `,Returns an array of the elements of x and y.,0.3888888888888889,0.14285714285714285,2
replace the last occurence of an expression '</div>' with '</bad>' in a string `s`,remove tags from a string `s` that have a string `s`,Replace bad div tags with their HTML markup.,0.23999999999999996,0.36363636363636365,2
"match string 'this is my string' with regex '\\b(this|string)\\b'
then replace it with regex '<markup>\\1</markup>'",remove all non-alphanumeric characters in a string `this`,Remove this from the string,0.13793103448275865,0.16000000000000003,2
clear terminal screen on windows,execute command 'cls' in the terminal from a python script,Returns the system name of the current process.,0.13333333333333333,0.0,2
execute command 'source .bashrc; shopt -s expand_aliases; nuke -x scriptPath' from python script,execute command'source.bashrc' with arguments'shopt -s',Runs the command in the bashrc,0.5454545454545454,0.2,2
"get whatever is between parentheses as a single match, and any char outside as an individual match in string '(zyx)bc'",Find all substrings in `text` that start with a character followed by a character character,Find all words in a string,0.1111111111111111,0.22222222222222224,2
SQLAlchemy count the number of rows with distinct values in column `name` of table `Tag`,query all the distinct names of a column `name` in a sqlalchemy table `,Get all tags.,0.5714285714285715,0.0,2
"Convert a string of numbers `example_string` separated by `,` into a list of integers",convert a string `example_string` into list of integers,Map a string of numbers to the numbers in the example_string.,0.782608695652174,0.4615384615384615,2
converting byte string `c` in unicode string,convert a string `c` into a normal string,decode unicode_escape,0.39999999999999997,0.2,2
List all the files that doesn't contain the name `hello`,find all files in `filename` that have a regex match,Globs for files with no hello. txt,0.28571428571428564,0.2222222222222222,2
sort list `trial_list` based on values of dictionary `trail_dict`,sort a list of lists `trial_list` by the first element,Returns a sorted list of trials.,0.45454545454545453,0.23529411764705885,2
"get list of string elements in string `data` delimited by commas, putting `0` in place of empty strings",convert a list of integers `x` to a list of integers,Returns a list of integers.,0.20689655172413793,0.1739130434782609,2
"format string ""({0.goals} goals, ${0.penalties})""",convert a string `goals` into a tuple,Goals description.,0.2857142857142857,0.22222222222222224,2
urlencode a querystring 'string_of_characters_like_these:$#@=?%^Q^$' in python 2,quote a urlencoded unicode string'string_of_string' with a quote,Returns a string with a single quote,0.2608695652173913,0.2105263157894737,2
Compare if each value in list `a` is less than respective index value in list `b`,check if all elements in list `a` are sorted,Returns true if all elements in a are less than equal to or greater than zero.,0.32,0.3125,2
"convert a list of strings `['1', '-1', '1']` to a list of numbers","convert list `['1', '-1', '1', '2', '",Map - 1 - 1 to 1,0.5263157894736842,0.4444444444444444,2
copy list `old_list` as `new_list`,copy list `old_list` to `new_list`,Remove all items from the list and re - insert them.,0.8571428571428571,0.11764705882352941,2
resample series `s` into 3 months bins and sum each bin,Resample string `s` to resolution of 3M `3M`,Resample the data to 3M,0.2105263157894737,0.12500000000000003,2
multiply the columns of sparse matrix `m` by array `a` then multiply the rows of the resulting matrix by array `a`,get the dot product of elements in a numpy array `a` and `m`,dot product of a and m,0.35294117647058826,0.22222222222222224,2
right align string `mystring` with a width of 7,convert a string `mystring` into a string with delimiters '|' followed by character '}',Returns a string with the last 7 seconds.,0.380952380952381,0.47058823529411764,2
plot data of column 'index' versus column 'A' of dataframe `monthly_mean` after resetting its index,plot the mean of a monthly average in matplotlib,Plot the monthly mean.,0.39999999999999997,0.3,2
split dataframe `df` where the value of column `a` is equal to 'B',remove all rows from dataframe `df` where the value of column `a` is 'B,Group by B,0.7407407407407408,0.125,2
generate random upper-case ascii string of 12 characters length,convert a list of letters `ascii_case` into a string,Print a random string in ASCII.,0.4000000000000001,0.37499999999999994,2
get all characters between two `$` characters in string `string`,Find all substrings in `text` that are not directly attached to a word character,Find all the regexps that match the regex,0.17391304347826086,0.11764705882352941,2
get month name from a datetime object `today`,Convert a list of strings `today` into a string,Return today s string representation,0.23529411764705882,0.15384615384615385,2
replace white spaces in dataframe `df` with '_',replace all non-alphanumeric characters in a pandas dataframe `df` with a single space,Replace all underscores with underscores and return df.,0.4761904761904762,0.39999999999999997,2
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',delete all characters in string `s` after a character character,Replace all the characters that are not a category.,0.25,0.17391304347826086,2
get list of values from dictionary 'mydict' w.r.t. list of keys 'mykeys',get a list of values from a dictionary `mydict` where the keys are present in `,Returns a list of the values of the keys in mydict.,0.5517241379310344,0.4799999999999999,2
sort list `L` based on the value of variable 'resultType' for each object in list `L`,sort a list of tuples `L` by the second element,Sort an array or object L by key.,0.38461538461538464,0.25,2
encode `u'X\xc3\xbcY\xc3\x9f'` as unicode and decode with utf-8,convert unicode string 'X\xc3\xc3\xc3\xc3\xc,\ xca \ xca \ xca \ xca \ xca \ xca \,0.34782608695652173,0.0,2
get data of columns with Null values in dataframe `df`,check if a pandas dataframe `df` has any NaN values,Returns the DataFrame with null values removed.,0.3,0.47058823529411764,2
sort dataframe `df` based on column 'b' in ascending and column 'c' in descending,"sort a pandas data frame by values of column 'b', 'c']'",Sort the data by b and c.,0.32,0.38095238095238093,2
Sort lis `list5` in ascending order based on the degrees value of its elements,sort a list of lists `list5` by the degree of each element,Returns a list of the degree of the elements in the list.,0.30769230769230765,0.30769230769230765,2
"create a set that is the exclusive or of [1, 2, 3] and [3, 4, 5]","check if all elements in a list `[1, 2, 3]` are in another",Set the set of numbers to the same value.,0.27586206896551724,0.24000000000000005,2
request page 'https://www.mysite.com/' with credentials of username 'username' and password 'pwd',"Check the status code of url ""https://www.mysite.com""",Get a page from mysite,0.41666666666666663,0.21052631578947364,2
select only specific columns 'a' and 'c' from a dataframe 'data' with multiindex columns,get the index of the first element in list `data`,The data. loc is the location of the first element in the data list.,0.08333333333333333,0.07142857142857142,2
lambda function that adds two operands,create a list containing the sum of each two items in list `L` and list `L,Returns a function that adds two numbers.,0.09090909090909091,0.6153846153846153,2
Find all the lists from a lists of list 'items' if third element in all sub-lists is '0',get a list of items from a list of tuples `items` where second item in tuple is,Returns all items with a value of 0.,0.3888888888888889,0.37037037037037035,2
find all `owl:Class` tags by parsing xml with namespace,find all urls in HTML string `root` that have a webpage,Find all elements in the document.,0.1904761904761905,0.25,2
get current script directory,get the path of current directory,Returns the directory of the current process.,0.6,0.36363636363636365,2
convert Date object `dateobject` into a DateTime object,create a datetime object from datetime object `dateobject` with the combination of the current time,Combine dateobject and time objects.,0.43478260869565216,0.15384615384615385,2
writing string 'text to write\n' to file `f`,write a file `f` to a file object `f`,write text to file,0.4444444444444444,0.6153846153846153,2
"split a string `a , b; cdf`  using both commas and semicolons as delimeters",split string `s` into a list of whitespaces,Split on comma and comma separated values.,0.2857142857142857,0.2,2
sort list of date strings 'd',sort a dictionary `d` by the value of datetime.today() in descending order based on,Sort the data by date.,0.28571428571428575,0.3636363636363636,2
extract dictionary from list of dictionaries based on a key's value.,get a list of all items in list `a` where the value of the key 'name,returns all the data in a,0.35714285714285715,0.1111111111111111,2
"write line ""Hello"" to file `somefile.txt`",open a file `somefile.txt` in append mode,Open somefile. txt as a file,0.39999999999999997,0.4615384615384615,2
clear session key 'mykey',remove a key `mykey` from a django request `request`,Delete the session key from the request.,0.30769230769230765,0.36363636363636365,2
merge lists `a` and `a` into a list of tuples,Convert tuple `a` to list,zips two lists of values,0.26666666666666666,0.26666666666666666,2
Get average for every three columns in `df` dataframe,remove duplicate rows from dataframe `df`,Group by columns,0.26666666666666666,0.16666666666666666,2
execute os command ''TASKKILL /F /IM firefox.exe'',execute command 'TASKKILL /F/IM firefox-python',Firefox is not running on a Windows system.,0.7999999999999999,0.125,2
unpack the binary data represented by the hexadecimal string '4081637ef7d0424a' to a float,convert a hex string '42424' to a hex string,unpacks a 4 byte integer into a double,0.27272727272727276,0.09523809523809525,2
How to plot two columns of a pandas data frame using points?,plot a column `col_name_1` with y axis of a pandas dataframe `df,Plot the data,0.30769230769230765,0.26666666666666666,2
Calculate sum over all rows of 2D numpy array,get the sum of the second axis of a numpy array `a`,Sums the elements of an array.,0.380952380952381,0.26666666666666666,2
deep copy list `old_list` as `new_list`,copy list `old_list` to `new_list`,Return a copy of the old list.,0.7999999999999999,0.39999999999999997,2
outer product of each column of a 2d `X` array to form a 3d array `X`,find the product of 3d arrays `X` and `B`,einsum of the values,0.32,0.1,2
Concatenating two one-dimensional NumPy arrays 'a' and 'b'.,concatenate a list of numpy arrays `a` and `b` together into a flattened,Concatenate two arrays.,0.4545454545454546,0.3333333333333333,2
search for occurrences of regex pattern `pattern` in string `url`,get the group number of urls in a string `url`,Print the URL,0.4000000000000001,0.15384615384615383,2
separate each character in string `s` by '-',remove all non-alphanumeric characters in string `s`,Replace all non - numeric characters with a single - numeric value.,0.39999999999999997,0.0,2
sort 2d array `matrix` by row with index 1,sort a multidimensional array `matrix` by second element,Returns a sorted version of the matrix.,0.47058823529411764,0.125,2
"download ""http://randomsite.com/file.gz"" from http and save as ""file.gz""",check if url `testfile` is up,testfile = url. request. URLopener,0.0,0.0,2
Sum elements of tuple `b` to their respective elements of each tuple in list `a`,Create a list `c` from list `a`,Returns a list of the numbers in the order of their relative values.,0.18181818181818182,0.42857142857142855,2
round 123 to 100,parse string `123` to int,Returns the number of significant digits in the decimal place.,0.4444444444444445,0.0,2
plot a bar graph from the column 'color' in the DataFrame 'df',change colour values in dataframe `df` to plot `df` using matplotlib,Plots the colour counts of the columns in the DataFrame.,0.34782608695652173,0.3636363636363636,2
convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,get rid of None values in list `a`,Returns a list of the values in a.,0.1764705882352941,0.29411764705882354,2
convert list `myintegers` into a unicode string,convert ascii value 'A' to string,Returns a string with all characters in the string.,0.4615384615384615,0.25,2
check if a global variable `myVar` exists,check if variable'myVar' exists in list `globals`,Is this a global variable?,0.6666666666666666,0.5,2
"find all possible sequences of elements in a list `[2, 3, 4]`","create a list containing permutations of two lists `[2, 3, 4]`",Returns a list of the elements in the input list.,0.5217391304347826,0.45454545454545453,2
read line by line from stdin,writing items in list `fileinput` to file `filefile`,Read the input from the user and return the first non - empty line.,0.0,0.3157894736842105,2
make a row-by-row copy `y` of array `x`,Convert a list of lists `x` into a flat list,y = x,0.3,0.33333333333333337,2
post request url `url` with parameters `payload`,POST a request `url` with payload `payload`,post data to url,0.7142857142857143,0.36363636363636365,2
add a path `/path/to/2014_07_13_test` to system path,set pythonpath in python script.,Add path to the current working directory.,0.0,0.3157894736842105,2
replace extension '.txt' in basename '/home/user/somefile.txt' with extension '.jpg',get the path of current directory,Print the current user s home directory,0.0,0.2105263157894737,2
check if directory `directory ` exists and create it if necessary,check whether a directory `directory` exists,Check if the directory exists.,0.5,0.5333333333333333,2
convert list `list_of_ints` into a comma separated string,convert a list of integers `mytuple` into a string,Returns a string with all the characters in the string.,0.631578947368421,0.20000000000000004,2
iterate over a dictionary `dict` in sorted order,sort a dictionary `dict` by value,Returns an iterator over the keys in the dictionary sorted by key.,0.42857142857142855,0.4,2
"replace repeated instances of ""*"" with a single instance of ""*""",remove all square brackets from string `text`,Remove all comments from text,0.0,0.0,2
get max key in dictionary `MyCount`,get a list of max value in dictionary `MyCount`,Get the maximum count of items in the count map,0.6666666666666667,0.25,2
save xlsxwriter file in 'app/smth1/smth2/Expenses01.xlsx' path and assign to variable `workbook`,write the file contents of file 'app/smth1' to the file 'app/,Create a smth1 workbook,0.2962962962962963,0.2105263157894737,2
"sum the column `positions` along the  other columns `stock`, `same1`, `same2` in a pandas data frame `df`",remove duplicate rows from dataframe `df` and calculate their frequency,Group by stock and same1,0.07407407407407408,0.1818181818181818,2
insert row into mysql database with column 'column1' set to the value `value`,Insert a new column `column1` to a SQLite3 table.,Insert the row into the table.,0.3636363636363637,0.42105263157894735,2
get the average of a list values for each key in dictionary `d`),calculate the mean of each two items in list `j`,Returns the average of the values in the array.,0.4347826086956522,0.4545454545454546,2
get the size of list `items`,Getting the length of array `items`,Returns the number of items in the collection.,0.5,0.42857142857142855,2
find the index of sub string 's' in string `str` starting from index 15,find string's' in string's' of length 15,15 is the last s,0.6086956521739131,0.3157894736842105,2
How to split a string into integers in Python?,convert a string '42 0' into list of integers,map function to map int to 42 0,0.4444444444444444,0.11764705882352941,2
plot point marker '.' on series `ts`,plot a plot `ts` with marker `.`,Plot the ts.,0.5,0.4444444444444444,2
create a list containing the indices of elements greater than 4 in list `a`,get the indices of elements in list `a` where the first value is greater than `2,Returns a list of all the values in a.,0.6000000000000001,0.5217391304347826,2
concat two matrices `A` and `B` in numpy,append a numpy array `A` to a numpy array `B`,Vstack of A and B.,0.33333333333333326,0.4615384615384615,2
remove extra white spaces & tabs from a string `s`,split string `s` by space,Returns a string with the given string s.,0.2857142857142857,0.35294117647058826,2
Run a command `echo hello world` in bash instead of shell,execute command 'echo hello\n' in the terminal of python script,echo hello to the screen,0.45454545454545453,0.25000000000000006,2
Sort dictionary `dict1` by value in ascending order,sort a dictionary `dict1` by value,Returns a sorted list of the keys in dict1.,0.7142857142857143,0.23529411764705882,2
"convert list `lst` of key, value pairs into a dictionary",convert a list of integers `e` to a dictionary,converts a tuple to a dictionary,0.5263157894736842,0.25,2
python save list `mylist` to file object 'save.txt',serialize a list of objects `mylist` to a file `save.txt`,pickle - dump the list to a file,0.6,0.375,2
get a random key `country` and value `capital` form a dictionary `d`,create a random string from dictionary `d`,country capital,0.4210526315789474,0.2857142857142857,2
Python split a string using regex,match regex pattern '((?:A|B|C)D)' on string 'B)D,Find all matches in the string,0.3529411764705882,0.16666666666666666,2
regex search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(d(d)d)',split string `d` by space,Split a string into a list of strings,0.38095238095238093,0.16666666666666666,2
"format string ""({} goals, ${})"" with variables `goals` and `penalties`",convert a list of strings `goals` into a string,Returns a string with the goals,0.23529411764705882,0.42857142857142855,2
sort list `your_list` by the `anniversary_score` attribute of each object,sort list `your_list` by the first element,sort your list by name,0.6,0.47058823529411764,2
Create list `listy` containing 3 empty lists,create a list `listy` containing the first 3 values of each tuple in list `range,Listy is a list of 3 elements.,0.4545454545454545,0.42857142857142855,2
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',remove all square brackets from string `text`,Replace all the non - cat characters with their corresponding characters.,0.0,0.16666666666666666,2
Get Last Day of the first month in year 2000,get the date difference between two date objects `2000` and `1`,Returns the difference between 2 and 2009 datetime objects.,0.28571428571428564,0.10526315789473685,2
"convert datetime object `(1970, 1, 1)` to seconds",get the date difference between two datetime objects `1970` and `1`,Returns the timestamp of the given datetime.,0.3157894736842105,0.13333333333333333,2
"get mean of columns `2, 5, 6, 7, 8` for all rows in dataframe `df`","get the indexes of rows in dataframe `df` which the values of the column '2,",df. ils = > df. ils + > df. ils + > df,0.4666666666666667,0.09090909090909091,2
