question_id,intent,rewritten_intent,snippet,idx,time_batch
31743603,Create a list of integers with duplicate values in Python,make a list of integers from 0 to `5` where each second element is a duplicate of the previous element,"print([u for v in [[i, i] for i in range(5)] for u in v])",2592,57
31767173,How do I vectorize this loop in numpy?,find the index of the maximum value in the array `arr` where the boolean condition in array `cond` is true,"np.ma.array(np.tile(arr, 2).reshape(2, 3), mask=~cond).argmax(axis=1)",2593,57
31771758,"Concatenating Unicode with string: print '£' + '1' works, but print '£' + u'1' throws UnicodeDecodeError",add unicode string '1' to UTF-8 decoded string '\xc2\xa3',print('\xc2\xa3'.decode('utf8') + '1'),2594,57
31793195,Most efficient way to get the integer index of a key in pandas,Get the integer location of a key `bob` in a pandas data frame,df.index.get_loc('bob'),2595,57
31818050,round number to nearest integer,round number `x` to nearest integer,int(round(x)),2596,57
31818050,round number to nearest integer,round number 2.0005 up to 3 decimal places,"round(2.0005, 3)",2597,57
31818050,round number to nearest integer,round number `value` up to `significantDigit` decimal places,"round(value, significantDigit)",2598,57
31818050,round number to nearest integer,round number 1.0005 up to 3 decimal places,"round(1.0005, 3)",2599,57
31818050,round number to nearest integer,round number `h` to nearest integer,h = int(round(h)),2600,57
31818050,round number to nearest integer,round number 4.0005 up to 3 decimal places,"round(4.0005, 3)",2601,57
31818050,round number to nearest integer,round number 8.005 up to 2 decimal places,"round(8.005, 2)",2602,58
31818050,round number to nearest integer,round number 7.005 up to 2 decimal places,"round(7.005, 2)",2603,58
31818050,round number to nearest integer,round number 6.005 up to 2 decimal places,"round(6.005, 2)",2604,58
31818050,round number to nearest integer,round number 32.268907563 up to 3 decimal points,"round(32.268907563, 3)",2605,58
31818050,round number to nearest integer,round number 1.005 up to 2 decimal places,"round(1.005, 2)",2606,58
31818050,round number to nearest integer,round number 3.0005 up to 3 decimal places,"round(3.0005, 3)",2607,58
31828240,First non-null value per row from a list of Pandas columns,get first non-null value per each row from dataframe `df`,df.stack().groupby(level=0).first(),2608,58
31888871,Pandas - replacing column values,replace value 0 with 'Female' and value 1 with 'Male' in column 'sex' of dataframe `data`,"data['sex'].replace([0, 1], ['Female', 'Male'], inplace=True)",2609,58
31950612,find last occurence of multiple characters in a string in Python,get the largest index of the last occurrence of characters '([{' in string `test_string`,max(test_string.rfind(i) for i in '([{'),2610,58
31957364,Numpy elementwise product of 3d array,elementwise product of 3d arrays `A` and `B`,"np.einsum('ijk,ikl->ijl', A, B)",2611,58
31958637,BeautifulSoup - search by text inside a tag,BeautifulSoup search string 'Elsie' inside tag 'a',"soup.find_all('a', string='Elsie')",2612,58
32032836,Select everything but a list of columns from pandas dataframe,get all column name of dataframe `df` except for column 'T1_V6',df[df.columns - ['T1_V6']],2613,58
32063985,Deleting a div with a particlular class using BeautifulSoup,remove a div with a id `main-content` using beautifulsoup,"soup.find('div', id='main-content').decompose()",2614,58
32191029,Getting the indices of several elements in a NumPy array at once,Get the indices in array `b` of each element appearing in array `a`,"np.in1d(b, a).nonzero()[0]",2615,58
32283692,Adding a 1-D Array to a 3-D array in Numpy,"adding a 1-d array `[1, 2, 3, 4, 5, 6, 7, 8, 9]` to a 3-d array `np.zeros((6, 9, 20))`","np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9])[(None), :, (None)]",2616,58
32283692,Adding a 1-D Array to a 3-D array in Numpy,"add array of shape `(6, 9, 20)` to array `[1, 2, 3, 4, 5, 6, 7, 8, 9]`","np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9]).reshape((1, 9, 1))",2617,58
32292554,Is there a cleaner way to iterate through all binary 4-tuples?,create a list containing a four elements long tuples of permutations of binary values,"itertools.product(list(range(2)), repeat=4)",2618,58
32296933,removing duplicates of a list of sets,remove all duplicates from a list of sets `L`,list(set(frozenset(item) for item in L)),2619,58
32296933,removing duplicates of a list of sets,remove duplicates from a list of sets 'L',[set(item) for item in set(frozenset(item) for item in L)],2620,58
32458541,Django can't find URL pattern,Configure url in django properly,"url('^', include('sms.urls')),",2621,58
32458541,Django can't find URL pattern,Confirm urls in Django properly,"url('^$', include('sms.urls')),",2622,58
32464280,converting currency with $ to numbers in Python pandas,remove dollar sign '$' from second to last column data in dataframe 'df' and convert the data into floats,"df[df.columns[1:]].replace('[\\$,]', '', regex=True).astype(float)",2623,58
32490629,Getting today's date in YYYY-MM-DD in Python?,Getting today's date in YYYY-MM-DD,datetime.datetime.today().strftime('%Y-%m-%d'),2624,58
32511444,Sum all values of a counter in Python,sum all the values in a counter variable `my_counter`,sum(my_counter.values()),2625,58
32533944,Preserving Column Order - Python Pandas and Column Concat,Convert CSV file `Result.csv` to Pandas dataframe using separator ' ',"df.to_csv('Result.csv', index=False, sep=' ')",2626,58
32675861,Copy all values in a column to a new column in a pandas dataframe,copy all values in a column 'B' to a new column 'D' in a pandas data frame 'df',df['D'] = df['B'],2627,58
32722143,Flask application traceback doesn't show up in server log,run flask application `app` in debug mode.,app.run(debug=True),2628,58
32743479,pandas read csv with extra commas in column,read pandas data frame csv `comma.csv` with extra commas in column specifying string delimiter `'`,"df = pd.read_csv('comma.csv', quotechar=""'"")",2629,58
32751229,"Pandas sum by groupby, but exclude certain columns","Get sum of values of columns  'Y1961', 'Y1962', 'Y1963' after group by on columns ""Country"" and ""Item_code"" in dataframe `df`.","df.groupby(['Country', 'Item_Code'])[['Y1961', 'Y1962', 'Y1963']].sum()",2630,58
32792602,Find string with regular expression in python,search for occurrences of regex pattern `pattern` in string `url`,print(pattern.search(url).group(1)),2631,58
32792874,"Searching if the values on a list is in the dictionary whose format is key-string, value-list(strings)",get list of keys in dictionary `my_dict` whose values contain values from list `lst`,"[key for item in lst for key, value in list(my_dict.items()) if item in value]",2632,58
32792874,"Searching if the values on a list is in the dictionary whose format is key-string, value-list(strings)",get geys of dictionary `my_dict` that contain any values from list `lst`,"[key for key, value in list(my_dict.items()) if set(value).intersection(lst)]",2633,58
32838802,numpy with python: convert 3d array to 2d,convert a 3d array `img` of dimensions 4x2x3 to a 2d array   of dimensions 3x8,"img.transpose(2, 0, 1).reshape(3, -1)",2634,58
32874539,Using a variable in xpath in Python Selenium,find a tag `option` whose `value` attribute is `state` in selenium,"driver.find_element_by_xpath(""//option[@value='"" + state + ""']"").click()",2635,58
32926587,How to capture the entire string while using 'lookaround' with chars in regex?,find all substrings in string `mystring` composed only of letters `a` and `b` where each `a` is directly preceded and succeeded by `b`,"re.findall('\\b(?:b+a)+b+\\b', mystring)",2636,58
32950347,Cleanest way to get a value from a list element,get value in string `line` matched by regex pattern '\\bLOG_ADDR\\s+(\\S+)',"print(re.search('\\bLOG_ADDR\\s+(\\S+)', line).group(1))",2637,58
32996293,Comparing values in two lists in Python,get a list of booleans `z` that shows wether the corresponding items in list `x` and `y` are equal,"z = [(i == j) for i, j in zip(x, y)]",2638,58
32996293,Comparing values in two lists in Python,create a list which indicates whether each element in `x` and `y` is identical,[(x[i] == y[i]) for i in range(len(x))],2639,58
33058590,Pandas Dataframe: Replacing NaN with row average,replacing nan in the dataframe `df` with row average,"df.fillna(df.mean(axis=1), axis=1)",2640,58
33065588,How to execute a command in the terminal from a Python script?,execute a command `command ` in the terminal from a python script,os.system(command),2641,59
33078554,Mapping dictionary value to list,get a list from a list `lst` with values mapped into a dictionary `dct`,[dct[k] for k in lst],2642,59
33127636,PUT Request to REST API using Python,Execute a put request to the url `url`,"response = requests.put(url, data=json.dumps(data), headers=headers)",2643,59
33147992,how to turn a string of letters embedded in squared brackets into embedded lists,convert a string `a` of letters embedded in squared brackets into embedded lists,"[i.split() for i in re.findall('\\[([^\\[\\]]+)\\]', a)]",2644,59
33218968,How do you call a python file that requires a command line argument from within another python file?,Run 'test2.py' file with python location 'path/to/python' and arguments 'neededArgumetGoHere' as a subprocess,"call(['path/to/python', 'test2.py', 'neededArgumetGoHere'])",2645,59
33435418,How to find the difference between 3 lists that may have duplicate numbers,"Get the difference between two lists `[1, 2, 2, 2, 3]` and `[1, 2]` that may have duplicate values","Counter([1, 2, 2, 2, 3]) - Counter([1, 2])",2646,59
33565643,how to slice a dataframe having date field as index?,Set index equal to field 'TRX_DATE' in dataframe `df`,df = df.set_index(['TRX_DATE']),2647,59
33680914,Grouping dataframes in pandas?,Return values for column `C` after group by on column `A` and `B` in dataframe `df`,"df.groupby(['A', 'B'])['C'].unique()",2648,59
33711985,Flattening a list of NumPy arrays?,concatenate a list of numpy arrays `input_list` together into a flattened list of values,np.concatenate(input_list).ravel().tolist(),2649,59
33724111,Python RegEx using re.sub with multiple patterns,remove colon character surrounded by vowels letters in string `word`,"word = re.sub('([aeiou]):(([aeiou][^aeiou]*){3})$', '\\1\\2', word)",2650,59
33769531,Python: Converting from binary to String,Convert a binary value '1633837924' to string,"struct.pack('<I', 1633837924)",2651,59
33824334,How to convert this list into a dictionary,"convert list `lst` of key, value pairs into a dictionary","dict([(e[0], int(e[1])) for e in lst])",2652,59
34015615,Python reversing an UTF-8 string,reverse a UTF-8 string 'a',b = a.decode('utf8')[::-1].encode('utf8'),2653,59
34023918,Make new column in Panda dataframe by adding values from other columns,make new column 'C' in panda dataframe by adding values from other columns 'A' and 'B',df['C'] = df['A'] + df['B'],2654,59
34097281,How can I convert a tensor into a numpy array in TensorFlow?,"convert a tensor with list of constants `[1, 2, 3]` into a numpy array in tensorflow","print(type(tf.Session().run(tf.constant([1, 2, 3]))))",2655,59
34148637,Sorting JSON in python by a specific value,sort json `ips_data` by a key 'data_two',"sorted_list_of_keyvalues = sorted(list(ips_data.items()), key=item[1]['data_two'])",2656,59
34155829,How to efficiently convert Matlab engine arrays to numpy ndarray?,convert matlab engine array `x` to a numpy ndarray,np.array(x._data).reshape(x.size[::-1]).T,2657,59
34158494,Variants of string concatenation?,"concatenate array of strings `['A', 'B', 'C', 'D']` into a string",""""""""""""".join(['A', 'B', 'C', 'D'])",2658,59
34197047,sorting list of list in python,sorting the lists in list of lists `data`,[sorted(item) for item in data],2659,59
34280147,How to print an entire list while not starting by the first item,print a list `l` and move first 3 elements to the end of the list,print(l[3:] + l[:3]),2660,59
34338341,Regex for getting all digits in a string after a character,get all digits in a string `s` after a '[' character,"re.findall('\\d+(?=[^[]+$)', s)",2661,59
34358278,Django filter JSONField list of dicts,Filter a json from a key-value pair as `{'fixed_key_1': 'foo2'}` in Django,Test.objects.filter(actions__contains=[{'fixed_key_1': 'foo2'}]),2662,59
34410358,Splitting a string based on a certain set of words,split string 'happy_hats_for_cats' using string '_for_',"re.split('_for_', 'happy_hats_for_cats')",2663,59
34410358,Splitting a string based on a certain set of words,"Split string 'sad_pandas_and_happy_cats_for_people' based on string 'and', 'or' or 'for'","re.split('_(?:for|or|and)_', 'sad_pandas_and_happy_cats_for_people')",2664,59
34410358,Splitting a string based on a certain set of words,Split a string `l` by multiple words `for` or `or` or `and`,"[re.split('_(?:f?or|and)_', s) for s in l]",2665,59
34437284,Sum of product of combinations in a list,sum of product of combinations in a list `l`,"sum([(i * j) for i, j in list(itertools.combinations(l, 2))])",2666,59
34438901,finding the last occurrence of an item in a list python,assign the index of the last occurence of `x` in list `s` to the variable `last`,last = len(s) - s[::-1].index(x) - 1,2667,59
34468983,How to check if all elements in a tuple or list are in another?,"check if all elements in a tuple `(1, 6)` are in another `(1, 2, 3, 4, 5)`","all(i in (1, 2, 3, 4, 5) for i in (1, 6))",2668,59
34527388,How to click on the text button using selenium python,click on the text button 'section-select-all' using selenium python,browser.find_element_by_class_name('section-select-all').click(),2669,59
34543513,Find maximum with limited length in a list,find maximum with lookahead = 4 in a list `arr`,"[max(abs(x) for x in arr[i:i + 4]) for i in range(0, len(arr), 4)]",2670,59
34587346,Python: Check if a string contains chinese character?,Find all Chinese characters in string `ipath`,"re.findall('[\u4e00-\u9fff]+', ipath)",2671,59
34696853,Convert list of strings to int,convert a list of strings `lst` to list of integers,"[map(int, sublist) for sublist in lst]",2672,59
34696853,Convert list of strings to int,convert strings in list-of-lists `lst` to ints,[[int(x) for x in sublist] for sublist in lst],2673,59
34705205,Sort a nested list by two elements,"sort a nested list by the inverse of element 2, then by element 1","sorted(l, key=lambda x: (-int(x[1]), x[0]))",2674,59
34750084,Regex and Octal Characters,Find octal characters matches from a string `str` using regex,"print(re.findall(""'\\\\[0-7]{1,3}'"", str))",2675,59
34776651,Concatenate rows of pandas DataFrame with same id,group rows of pandas dataframe `df` with same 'id',df.groupby('id').agg(lambda x: x.tolist()),2676,59
34902378,Where do I get a SECRET_KEY for Flask?,Initialize `SECRET_KEY` in flask config with `Your_secret_string `,app.config['SECRET_KEY'] = 'Your_secret_string',2677,59
34945274,How to find all elements in a numpy 2-dimensional array that match a certain list?,"replace all elements in array `A` that are not present in array `[1, 3, 4]` with zeros","np.where(np.in1d(A, [1, 3, 4]).reshape(A.shape), A, 0)",2678,59
34962104,Pandas: How can I use the apply() function for a single column?,Pandas: How can I use the apply() function for a single column?,df['a'] = df['a'].apply(lambda x: x + 1),2679,59
35005907,re.split with spaces in python,split string `s` based on white spaces,"re.findall('\\s+|\\S+', s)",2680,60
35015693,How do I transform a multi-level list into a list of strings in Python?,join items of each tuple in list of tuples `a` into a list of strings,"list(map(''.join, a))",2681,60
35015693,How do I transform a multi-level list into a list of strings in Python?,join elements of each tuple in list `a` into one string,[''.join(x) for x in a],2682,60
35017035,Compare elements of a list of lists and return a list,convert a list of lists `a` into list of tuples of appropriate elements form nested lists,zip(*a),2683,60
35044115,Replacing characters in a regex,replace dot characters  '.' associated with ascii letters in list `s` with space ' ',"[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]",2684,60
35078261,Sort a list of dictionary provided an order,sort a list of dictionaries `list_of_dct` by values in an order `order`,"sorted(list_of_dct, key=lambda x: order.index(list(x.values())[0]))",2685,60
35097130,Django order by highest number of likes,sort objects in `Articles` in descending order of counts of `likes`,Article.objects.annotate(like_count=Count('likes')).order_by('-like_count'),2686,60
35118265,Dot notation string manipulation,remove the last dot and all text beyond it in string `s`,"re.sub('\\.[^.]+$', '', s)",2687,60
35178812,Counting unique index values in Pandas groupby,count unique index values in column 'A' in pandas dataframe `ex`,ex.groupby(level='A').agg(lambda x: x.index.get_level_values(1).nunique()),2688,60
35253971,"How to check if all values of a dictionary are 0, in Python?",check if all values of a dictionary `your_dict` are zero `0`,all(value == 0 for value in list(your_dict.values())),2689,60
35269374,get count of values associated with key in dict python,count the number of True values associated with key 'success' in dictionary `d`,sum(1 if d['success'] else 0 for d in s),2690,60
35269374,get count of values associated with key in dict python,get the sum of values associated with the key ‘success’ for a list of dictionaries `s`,sum(d['success'] for d in s),2691,60
35414625,pandas: how to run a pivot with a multi-index?,"Convert dataframe `df` to a pivot table using column 'year', 'month', and 'item' as indexes","df.set_index(['year', 'month', 'item']).unstack(level=-1)",2692,60
35414625,pandas: how to run a pivot with a multi-index?,run a pivot with a multi-index `year` and `month` in a pandas data frame,"df.pivot_table(values='value', index=['year', 'month'], columns='item')",2693,60
35420052,Adding Colorbar to a Spectrogram,add color bar with image `mappable` to plot `plt`,"plt.colorbar(mappable=mappable, cax=ax3)",2694,60
35427814,Get the number of all keys in a dictionary of dictionaries in Python,get the number of all keys in the nested dictionary `dict_list`,len(dict_test) + sum(len(v) for v in dict_test.values()),2695,60
35561743,python comprehension loop for dictionary,count `True` values associated with key 'one' in dictionary `tadas`,sum(item['one'] for item in list(tadas.values())),2696,60
35622945,"Regex, find pattern only in middle of string","regex, find ""n""s only in the middle of string `s`","re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)",2697,60
35707224,Functional statement in Python to return the sum of certain lists in a list of lists,sum the length of lists in list `x` that are more than 1 item in length,sum(len(y) for y in x if len(y) > 1),2698,60
35711059,Extract dictionary value from column in data frame,extract dictionary values by key 'Feature3' from data frame `df`,feature3 = [d.get('Feature3') for d in df.dic],2699,60
35797523,"Create new list by taking first item from first list, and last item from second list",create a list by appending components from list `a` and reversed list `b` interchangeably,"[value for pair in zip(a, b[::-1]) for value in pair]",2700,60
35837346,Is there a one line code to find maximal value in a matrix?,find maximal value in matrix `matrix`,max([max(i) for i in matrix]),2701,60
35883459,Creating a list of dictionaries in python,"creating a list of dictionaries [{'A': 1, 'C': 4, 'B': 2, 'D': 4}, {'A': 1, 'C': 4, 'B': 1, 'D': 5}]","[{'A': 1, 'C': 4, 'B': 2, 'D': 4}, {'A': 1, 'C': 4, 'B': 1, 'D': 5}]",2702,60
35883459,Creating a list of dictionaries in python,Creating a list of dictionaries in python,"[{'A': 1, 'C': 4, 'B': 2, 'D': 4}, {'A': 1, 'C': 4, 'B': 1, 'D': 5}]",2703,60
35945473,How to reverse a dictionary in Python?,reverse the keys and values in a dictionary `myDictionary`,{i[1]: i[0] for i in list(myDictionary.items())},2704,60
36003967,Sum of multiple list of lists index wise,sum elements at the same index in list `data`,[[sum(item) for item in zip(*items)] for items in zip(*data)],2705,60
36113747,How to declare an array in python,Initialize a list `a` with `10000` items and each item's value `0`,a = [0] * 10000,2706,60
36190533,python: check if an numpy array contains any element of another array,check if a numpy array `a1` contains any element of another array `a2`,"np.any(np.in1d(a1, a2))",2707,60
36296993,avoiding regex in pandas str.replace,replace string 'in.' with ' in. ' in dataframe `df` column 'a',"df['a'] = df['a'].str.replace('in.', ' in. ')",2708,60
36381230,How to find row of 2d array in 3d numpy array,"find rows of 2d array in 3d numpy array 'arr' if the row has value '[[0, 3], [3, 0]]'","np.argwhere(np.all(arr == [[0, 3], [3, 0]], axis=(1, 2)))",2709,60
36402748,How to sort a Dataframe by the ocurrences in a column in Python (pandas),How to sort a Dataframe by the ocurrences in a column in Python (pandas),"df.groupby('prots').sum().sort('scores', ascending=False)",2710,60
36454494,Calcuate mean for selected rows for selected columns in pandas data frame,"get mean of columns `2, 5, 6, 7, 8` for all rows in dataframe `df`","df.iloc[:, ([2, 5, 6, 7, 8])].mean(axis=1)",2711,60
36518800,Sort a list in python based on another sorted list,sort a list `unsorted_list` based on another sorted list `presorted_list`,"sorted(unsorted_list, key=presorted_list.index)",2712,60
36542169,Extract first and last row of a dataframe in pandas,extract first and last row of a dataframe `df`,"pd.concat([df.head(1), df.tail(1)])",2713,60
36623789,How to convert unicode text to normal text,convert unicode text from list `elems` with index 0 to normal text 'utf-8',elems[0].getText().encode('utf-8'),2714,60
36661837,How to retrieve only arabic texts from a string using regular expression?,retrieve arabic texts from string `my_string`,"print(re.findall('[\\u0600-\\u06FF]+', my_string))",2715,60
36674519,How to get a daterange of the 2nd Fridays of each month?,create a DatetimeIndex containing 13 periods of the second friday of each month starting from date '2016-01-01',"pd.date_range('2016-01-01', freq='WOM-2FRI', periods=13)",2716,60
36875258,copying one file's contents to another in python,copy the content of file 'file.txt' to file 'file2.txt',"shutil.copy('file.txt', 'file2.txt')",2717,60
36957908,Removing white space from txt with python,substitute two or more whitespace characters with character '|' in string `line`,"re.sub('\\s{2,}', '|', line.strip())",2718,60
37004138,How to eliminate all strings from a list,get all the elements except strings from the list 'lst'.,"[element for element in lst if not isinstance(element, str)]",2719,61
37004138,How to eliminate all strings from a list,eliminate all strings from list `lst`,"[element for element in lst if isinstance(element, int)]",2720,61
37080612,pandas DataFrame filter regex,get rows of dataframe `df` that match regex '(Hel|Just)',df.loc[df[0].str.contains('(Hel|Just)')],2721,61
37084812,How to remove decimal points in pandas,remove decimal points in pandas data frame using round,df.round(),2722,61
37125495,How to get the N maximum values per row in a numpy ndarray?,get the maximum 2 values per row in array `A`,"A[:, -2:]",2723,61
37497559,Python Pandas Identify Duplicated rows with Additional Column,identify duplicated rows in columns 'PplNum' and 'RoomNum' with additional column in dataframe `df`,"df.groupby(['PplNum', 'RoomNum']).cumcount() + 1",2724,61
37584492,Regular expression substitution in Python,remove all instances of parenthesesis containing text beginning with `as ` from string `line`,"line = re.sub('\\(+as .*?\\) ', '', line)",2725,61
37619348,Summing 2nd list items in a list of lists of lists,Get a list of lists with summing the values of the second element from each list of lists `data`,[[sum([x[1] for x in i])] for i in data],2726,61
37619348,Summing 2nd list items in a list of lists of lists,summing the second item in a list of lists of lists,[sum([x[1] for x in i]) for i in data],2727,61
37855490,adding new key inside a new key and assigning value in python dictionary,add dictionary `{'class': {'section': 5}}` to key 'Test' of dictionary `dic`,dic['Test'].update({'class': {'section': 5}}),2728,61
37878946,Indexing one array by another in numpy,create a NumPy array containing elements of array `A` as pointed to by index in array `B`,"A[np.arange(A.shape[0])[:, (None)], B]",2729,61
37934969,Creating a Pandas dataframe from elements of a dictionary,create a pandas dataframe `df` from elements of a dictionary `nvalues`,"df = pd.DataFrame.from_dict({k: v for k, v in list(nvalues.items()) if k != 'y3'})",2730,61
38081866,Is there a way to run powershell code in python,execute script 'script.ps1' using 'powershell.exe' shell,"os.system('powershell.exe', 'script.ps1')",2731,61
38147259,How to work with surrogate pairs in Python?,Print a emoji from a string `\\ud83d\\ude4f` having surrogate pairs,"""""""\\ud83d\\ude4f"""""".encode('utf-16', 'surrogatepass').decode('utf-16')",2732,61
38147447,How to remove square bracket from pandas dataframe,get element at index 0 of each list in column 'value' of dataframe `df`,df['value'] = df['value'].str.get(0),2733,61
38147447,How to remove square bracket from pandas dataframe,set data in column 'value' of dataframe `df` equal to first element of each list,df['value'] = df['value'].str[0],2734,61
38147447,How to remove square bracket from pandas dataframe,remove square bracket '[]' from pandas dataframe `df` column 'value',df['value'] = df['value'].str.strip('[]'),2735,61
38152389,Coalesce values from 2 columns into a single column in a pandas dataframe,combine values from column 'b' and column 'a' of dataframe `df`  into column 'c' of datafram `df`,"df['c'] = np.where(df['a'].isnull, df['b'], df['a'])",2736,61
38231591,Splitting dictionary/list inside a Pandas Column into Separate Columns,split dictionary/list inside a pandas column 'b' into separate columns in dataframe `df`,"pd.concat([df.drop('b', axis=1), pd.DataFrame(df['b'].tolist())], axis=1)",2737,61
38251245,Create a list of tuples with adjacent list elements if a condition is true,"create a list of tuples which contains number 9 and the number before it, for each occurrence of 9 in the list 'myList'","[(x, y) for x, y in zip(myList, myList[1:]) if y == 9]",2738,61
38273353,How to repeat individual characters in strings in Python,repeat every character for 7 times in string 'map',""""""""""""".join(map(lambda x: x * 7, 'map'))",2739,61
38331568,Return the column name(s) for a specific value in a pandas dataframe,return the column for value 38.15 in dataframe `df`,"df.ix[:, (df.loc[0] == 38.15)].columns",2740,61
38379453,How to read only part of a list of strings in python,get a list of substrings consisting of the first 5 characters of every string in list `buckets`,[s[:5] for s in buckets],2741,61
38388799,Sort A list of Strings Based on certain field,sort list `list_of_strings` based on second index of each string `s`,"sorted(list_of_strings, key=lambda s: s.split(',')[1])",2742,61
38426168,How to remove multiple columns that end with same text in Pandas?,get a dataframe `df2` that contains all the columns of dataframe `df` that do not end in `prefix`,"df2 = df.ix[:, (~df.columns.str.endswith('prefix'))]",2743,61
38457059,Pandas changing cell values based on another cell,change NaN values in dataframe `df` using preceding values in the frame,"df.fillna(method='ffill', inplace=True)",2744,61
38535931,Pandas: Delete rows based on multiple columns values,pandas: delete rows in dataframe `df` based on multiple columns values,"df.set_index(list('BC')).drop(tuples, errors='ignore').reset_index()",2745,61
38549915,Merging data frame columns of strings into one single column in Pandas,Merge all columns in dataframe `df` into one column,"df.apply(' '.join, axis=0)",2746,61
38704545,How to binarize the values in a pandas DataFrame?,binarize the values in columns of list `order` in a pandas data frame,"pd.concat([df, pd.get_dummies(df, '', '').astype(int)], axis=1)[order]",2747,61
38708621,How to calculate percentage of sparsity for a numpy array/matrix?,calculate ratio of sparsity in a numpy array `a`,np.isnan(a).sum() / np.prod(a.shape),2748,61
38831808,Reading hex to double-precision float python,unpack the binary data represented by the hexadecimal string '4081637ef7d0424a' to a float,"struct.unpack('d', binascii.unhexlify('4081637ef7d0424a'))",2749,61
38862349,Regex: How to match words without consecutive vowels?,Create a list containing words that contain vowel letter followed by the same vowel in file 'file.text',"[w for w in open('file.txt') if not re.search('[aeiou]{2}', w)]",2750,61
39112645,Save line in file to list,Retrieve each line from a file 'File.txt' as a list,[line.split() for line in open('File.txt')],2751,61
39129846,Sort list of mixed strings based on digits,sort list `l` based on its elements' digits,"sorted(l, key=lambda x: int(re.search('\\d+', x).group(0)))",2752,61
39159475,pandas: how to do multiple groupby-apply operations,"Use multiple groupby and agg operations `sum`, `count`, `std` for pandas data frame `df`","df.groupby(level=0).agg(['sum', 'count', 'std'])",2753,61
39187788,Find rows with non zero values in a subset of columns in pandas dataframe,find rows with non zero values in a subset of columns where `df.dtypes` is not equal to `object` in pandas dataframe,"df.loc[(df.loc[:, (df.dtypes != object)] != 0).any(1)]",2754,61
39268928,Python: how to get rid of spaces in str(dict)?,convert dictionary `dict` into a string formatted object,"'{' + ','.join('{0!r}:{1!r}'.format(*x) for x in list(dct.items())) + '}'",2755,61
39268928,Python: how to get rid of spaces in str(dict)?,"remove all spaces from a string converted from dictionary `{'a': 1, 'b': 'as df'}`","str({'a': 1, 'b': 'as df'}).replace(': ', ':').replace(', ', ',')",2756,61
39277638,Element-wise minimum of multiple vectors in numpy,get a numpy array that contains the element wise minimum of three 3x1 arrays,"np.array([np.arange(3), np.arange(2, -1, -1), np.ones((3,))]).min(axis=0)",2757,61
39299703,How to check if character exists in DataFrame cell,check if character '-' exists in a dataframe `df` cell 'a',df['a'].str.contains('-'),2758,62
39353758,pandas pivot table of sales,pivot dataframe `df` so that values for `upc` become column headings and values for `saleid` become the index,"df.pivot_table(index='saleid', columns='upc', aggfunc='size', fill_value=0)",2759,62
39373620,How to get a max string length in nested lists,get the maximum string length in nested list `i`,"len(max(i, key=len))",2760,62
39373620,How to get a max string length in nested lists,get the max string length in list `i`,max(len(word) for word in i),2761,62
39381222,How to print/show an expression in rational number form in python,print a rational number `3/2`,print('\n\x1b[4m' + '3' + '\x1b[0m' + '\n2'),2762,62
39414085,How to convert the following string in python?,lower-case the string obtained by replacing the occurrences of regex pattern '(?<=[a-z])([A-Z])' in string `s` with eplacement '-\\1',"re.sub('(?<=[a-z])([A-Z])', '-\\1', s).lower()",2763,62
39532974,Remove final characters from string recursively - What's the best way to do this?,remove letters from string `example_line` if the letter exist in list `bad_chars`,""""""""""""".join(dropwhile(lambda x: x in bad_chars, example_line[::-1]))[::-1]",2764,62
39538010,How can I execute Python code in a virtualenv from Matlab,execute python code `myscript.py` in a virtualenv `/path/to/my/venv` from matlab,system('/path/to/my/venv/bin/python myscript.py'),2765,62
39600161,Regular expression matching all but a string,regular expression matching all but 'aa' and 'bb',"re.findall('-(?!aa|bb)([^-]+)', string)",2766,62
39600161,Regular expression matching all but a string,regular expression matching all but 'aa' and 'bb' for string `string`,"re.findall('-(?!aa-|bb-)([^-]+)', string)",2767,62
39602824,pandas: replace string with another string,Replace each value in column 'prod_type' of dataframe `df` with string 'responsive',df['prod_type'] = 'responsive',2768,62
39604780,How can I print the Truth value of a variable?,print the truth value of `a`,print(bool(a)),2769,62
39605640,How do I pull a recurring key from a JSON?,pull a value with key 'name' from a json object `item`,print(item['name']),2770,62
39607540,Count the number of Occurrence of Values based on another column,get the count of each unique value in column `Country` of dataframe `df` and store in column `Sum of Accidents`,df.Country.value_counts().reset_index(name='Sum of Accidents'),2771,62
39646401,How to merge the elements in a list sequentially in python,merge the elements in a list `lst` sequentially,"[''.join(seq) for seq in zip(lst, lst[1:])]",2772,62
39719140,Pyhon - Best way to find the 1d center of mass in a binary numpy array,calculate the mean of the nonzero values' indices of dataframe `df`,np.flatnonzero(x).mean(),2773,62
39804375,Python - Sort a list of dics by value of dict`s dict value,sort a list of dictionary `persons` according to the key `['passport']['birth_info']['date']`,"sorted(persons, key=lambda x: x['passport']['birth_info']['date'])",2774,62
