input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"""""""({0.goals} goals, ${0.penalties})"""""".format(self)","format string ""({0.goals} goals, ${0.penalties})""",convert a string `goals` into a tuple,Goals description.,0.2857142857142857,0.22222222222222224,2
urllib.parse.quote_plus('string_of_characters_like_these:$#@=?%^Q^$'),urlencode a querystring 'string_of_characters_like_these:$#@=?%^Q^$' in python 2,quote a urlencoded unicode string'string_of_string' with a quote,Returns a string with a single quote,0.2608695652173913,0.2105263157894737,2
"all(i < j for i, j in zip(a, b))",Compare if each value in list `a` is less than respective index value in list `b`,check if all elements in list `a` are sorted,Returns true if all elements in a are less than equal to or greater than zero.,0.32,0.3125,2
"map(int, ['1', '-1', '1'])","convert a list of strings `['1', '-1', '1']` to a list of numbers","convert list `['1', '-1', '1', '2', '",Map - 1 - 1 to 1,0.5263157894736842,0.4444444444444444,2
new_list = old_list[:],copy list `old_list` as `new_list`,copy list `old_list` to `new_list`,Remove all items from the list and re - insert them.,0.8571428571428571,0.11764705882352941,2
"s.resample('3M', how='sum')",resample series `s` into 3 months bins and sum each bin,Resample string `s` to resolution of 3M `3M`,Resample the data to 3M,0.2105263157894737,0.12500000000000003,2
"numpy.dot(numpy.dot(a, m), a)",multiply the columns of sparse matrix `m` by array `a` then multiply the rows of the resulting matrix by array `a`,get the dot product of elements in a numpy array `a` and `m`,dot product of a and m,0.35294117647058826,0.22222222222222224,2
"""""""{:>7s}"""""".format(mystring)",right align string `mystring` with a width of 7,convert a string `mystring` into a string with delimiters '|' followed by character '}',Returns a string with the last 7 seconds.,0.380952380952381,0.47058823529411764,2
"monthly_mean.reset_index().plot(x='index', y='A')",plot data of column 'index' versus column 'A' of dataframe `monthly_mean` after resetting its index,plot the mean of a monthly average in matplotlib,Plot the monthly mean.,0.39999999999999997,0.3,2
df.groupby((df.a == 'B').shift(1).fillna(0).cumsum()),split dataframe `df` where the value of column `a` is equal to 'B',remove all rows from dataframe `df` where the value of column `a` is 'B,Group by B,0.7407407407407408,0.125,2
print(''.join(choice(ascii_uppercase) for i in range(12))),generate random upper-case ascii string of 12 characters length,convert a list of letters `ascii_case` into a string,Print a random string in ASCII.,0.4000000000000001,0.37499999999999994,2
"re.findall('\\$([^$]*)\\$', string)",get all characters between two `$` characters in string `string`,Find all substrings in `text` that are not directly attached to a word character,Find all the regexps that match the regex,0.17391304347826086,0.11764705882352941,2
today.strftime('%B'),get month name from a datetime object `today`,Convert a list of strings `today` into a string,Return today s string representation,0.23529411764705882,0.15384615384615385,2
"df.replace(' ', '_', regex=True)",replace white spaces in dataframe `df` with '_',replace all non-alphanumeric characters in a pandas dataframe `df` with a single space,Replace all underscores with underscores and return df.,0.4761904761904762,0.39999999999999997,2
"re.sub('^((.*?cat.*?){1})cat', '\\1Bull', s)",find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',delete all characters in string `s` after a character character,Replace all the characters that are not a category.,0.25,0.17391304347826086,2
[mydict[x] for x in mykeys],get list of values from dictionary 'mydict' w.r.t. list of keys 'mykeys',get a list of values from a dictionary `mydict` where the keys are present in `,Returns a list of the values of the keys in mydict.,0.5517241379310344,0.4799999999999999,2
"sorted(L, key=operator.itemgetter('resultType'))",sort list `L` based on the value of variable 'resultType' for each object in list `L`,sort a list of tuples `L` by the second element,Sort an array or object L by key.,0.38461538461538464,0.25,2
'X\xc3\xbcY\xc3\x9f'.encode('raw_unicode_escape').decode('utf-8'),encode `u'X\xc3\xbcY\xc3\x9f'` as unicode and decode with utf-8,convert unicode string 'X\xc3\xc3\xc3\xc3\xc,\ xca \ xca \ xca \ xca \ xca \ xca \,0.34782608695652173,0.0,2
df[pd.isnull(df).any(axis=1)],get data of columns with Null values in dataframe `df`,check if a pandas dataframe `df` has any NaN values,Returns the DataFrame with null values removed.,0.3,0.47058823529411764,2
"df.sort_values(['b', 'c'], ascending=[True, False], inplace=True)",sort dataframe `df` based on column 'b' in ascending and column 'c' in descending,"sort a pandas data frame by values of column 'b', 'c']'",Sort the data by b and c.,0.32,0.38095238095238093,2
"sorted(list5, lambda x: (degree(x), x))",Sort lis `list5` in ascending order based on the degrees value of its elements,sort a list of lists `list5` by the degree of each element,Returns a list of the degree of the elements in the list.,0.30769230769230765,0.30769230769230765,2
"set([1, 2, 3]) ^ set([3, 4, 5])","create a set that is the exclusive or of [1, 2, 3] and [3, 4, 5]","check if all elements in a list `[1, 2, 3]` are in another",Set the set of numbers to the same value.,0.27586206896551724,0.24000000000000005,2
"requests.get('https://www.mysite.com/', auth=('username', 'pwd'))",request page 'https://www.mysite.com/' with credentials of username 'username' and password 'pwd',"Check the status code of url ""https://www.mysite.com""",Get a page from mysite,0.41666666666666663,0.21052631578947364,2
"data.loc[:, ([('one', 'a'), ('one', 'c'), ('two', 'a'), ('two', 'c')])]",select only specific columns 'a' and 'c' from a dataframe 'data' with multiindex columns,get the index of the first element in list `data`,The data. loc is the location of the first element in the data list.,0.08333333333333333,0.07142857142857142,2
"lambda x, y: x + y",lambda function that adds two operands,create a list containing the sum of each two items in list `L` and list `L,Returns a function that adds two numbers.,0.09090909090909091,0.6153846153846153,2
[x for x in items if x[2] == 0],Find all the lists from a lists of list 'items' if third element in all sub-lists is '0',get a list of items from a list of tuples `items` where second item in tuple is,Returns all items with a value of 0.,0.3888888888888889,0.37037037037037035,2
root.findall('{http://www.w3.org/2002/07/owl#}Class'),find all `owl:Class` tags by parsing xml with namespace,find all urls in HTML string `root` that have a webpage,Find all elements in the document.,0.1904761904761905,0.25,2
os.path.dirname(os.path.abspath(__file__)),get current script directory,get the path of current directory,Returns the directory of the current process.,0.6,0.36363636363636365,2
"datetime.datetime.combine(dateobject, datetime.time())",convert Date object `dateobject` into a DateTime object,create a datetime object from datetime object `dateobject` with the combination of the current time,Combine dateobject and time objects.,0.43478260869565216,0.15384615384615385,2
f.write('text to write\n'),writing string 'text to write\n' to file `f`,write a file `f` to a file object `f`,write text to file,0.4444444444444444,0.6153846153846153,2
"re.split('\\s*,\\s*|\\s*;\\s*', 'a , b; cdf')","split a string `a , b; cdf`  using both commas and semicolons as delimeters",split string `s` into a list of whitespaces,Split on comma and comma separated values.,0.2857142857142857,0.2,2
"sorted(d, key=lambda x: datetime.datetime.strptime(x, '%m-%Y'))",sort list of date strings 'd',sort a dictionary `d` by the value of datetime.today() in descending order based on,Sort the data by date.,0.28571428571428575,0.3636363636363636,2
[d for d in a if d['name'] == 'pluto'],extract dictionary from list of dictionaries based on a key's value.,get a list of all items in list `a` where the value of the key 'name,returns all the data in a,0.35714285714285715,0.1111111111111111,2
"with open('somefile.txt', 'a') as the_file:
    the_file.write('Hello\n')","write line ""Hello"" to file `somefile.txt`",open a file `somefile.txt` in append mode,Open somefile. txt as a file,0.39999999999999997,0.4615384615384615,2
del request.session['mykey'],clear session key 'mykey',remove a key `mykey` from a django request `request`,Delete the session key from the request.,0.30769230769230765,0.36363636363636365,2
"list(zip(a, b))",merge lists `a` and `a` into a list of tuples,Convert tuple `a` to list,zips two lists of values,0.26666666666666666,0.26666666666666666,2
"df.groupby(np.arange(len(df.columns)) // 3, axis=1).mean()",Get average for every three columns in `df` dataframe,remove duplicate rows from dataframe `df`,Group by columns,0.26666666666666666,0.16666666666666666,2
os.system('TASKKILL /F /IM firefox.exe'),execute os command ''TASKKILL /F /IM firefox.exe'',execute command 'TASKKILL /F/IM firefox-python',Firefox is not running on a Windows system.,0.7999999999999999,0.125,2
"struct.unpack('d', binascii.unhexlify('4081637ef7d0424a'))",unpack the binary data represented by the hexadecimal string '4081637ef7d0424a' to a float,convert a hex string '42424' to a hex string,unpacks a 4 byte integer into a double,0.27272727272727276,0.09523809523809525,2
"df.plot(x='col_name_1', y='col_name_2', style='o')",How to plot two columns of a pandas data frame using points?,plot a column `col_name_1` with y axis of a pandas dataframe `df,Plot the data,0.30769230769230765,0.26666666666666666,2
a.sum(axis=1),Calculate sum over all rows of 2D numpy array,get the sum of the second axis of a numpy array `a`,Sums the elements of an array.,0.380952380952381,0.26666666666666666,2
new_list = copy.deepcopy(old_list),deep copy list `old_list` as `new_list`,copy list `old_list` to `new_list`,Return a copy of the old list.,0.7999999999999999,0.39999999999999997,2
"np.einsum('ij,kj->jik', X, X)",outer product of each column of a 2d `X` array to form a 3d array `X`,find the product of 3d arrays `X` and `B`,einsum of the values,0.32,0.1,2
"numpy.concatenate([a, b])",Concatenating two one-dimensional NumPy arrays 'a' and 'b'.,concatenate a list of numpy arrays `a` and `b` together into a flattened,Concatenate two arrays.,0.4545454545454546,0.3333333333333333,2
print(pattern.search(url).group(1)),search for occurrences of regex pattern `pattern` in string `url`,get the group number of urls in a string `url`,Print the URL,0.4000000000000001,0.15384615384615383,2
"re.sub('(.)(?=.)', '\\1-', s)",separate each character in string `s` by '-',remove all non-alphanumeric characters in string `s`,Replace all non - numeric characters with a single - numeric value.,0.39999999999999997,0.0,2
"sorted(matrix, key=itemgetter(1))",sort 2d array `matrix` by row with index 1,sort a multidimensional array `matrix` by second element,Returns a sorted version of the matrix.,0.47058823529411764,0.125,2
"testfile = urllib.request.URLopener()
testfile.retrieve('http://randomsite.com/file.gz', 'file.gz')","download ""http://randomsite.com/file.gz"" from http and save as ""file.gz""",check if url `testfile` is up,testfile = url. request. URLopener,0.0,0.0,2
"c = [[(i + j) for i, j in zip(e, b)] for e in a]",Sum elements of tuple `b` to their respective elements of each tuple in list `a`,Create a list `c` from list `a`,Returns a list of the numbers in the order of their relative values.,0.18181818181818182,0.42857142857142855,2
"int(round(123, -2))",round 123 to 100,parse string `123` to int,Returns the number of significant digits in the decimal place.,0.4444444444444445,0.0,2
df.colour.value_counts().plot(kind='bar'),plot a bar graph from the column 'color' in the DataFrame 'df',change colour values in dataframe `df` to plot `df` using matplotlib,Plots the colour counts of the columns in the DataFrame.,0.34782608695652173,0.3636363636363636,2
"[(v, k) for k, v in a.items()]",convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,get rid of None values in list `a`,Returns a list of the values in a.,0.1764705882352941,0.29411764705882354,2
""""""""""""".join(chr(i) for i in myintegers)",convert list `myintegers` into a unicode string,convert ascii value 'A' to string,Returns a string with all characters in the string.,0.4615384615384615,0.25,2
('myVar' in globals()),check if a global variable `myVar` exists,check if variable'myVar' exists in list `globals`,Is this a global variable?,0.6666666666666666,0.5,2
"map(list, permutations([2, 3, 4]))","find all possible sequences of elements in a list `[2, 3, 4]`","create a list containing permutations of two lists `[2, 3, 4]`",Returns a list of the elements in the input list.,0.5217391304347826,0.45454545454545453,2
"for line in fileinput.input():
    pass",read line by line from stdin,writing items in list `fileinput` to file `filefile`,Read the input from the user and return the first non - empty line.,0.0,0.3157894736842105,2
y = [row[:] for row in x],make a row-by-row copy `y` of array `x`,Convert a list of lists `x` into a flat list,y = x,0.3,0.33333333333333337,2
"r = requests.post(url, data=payload)",post request url `url` with parameters `payload`,POST a request `url` with payload `payload`,post data to url,0.7142857142857143,0.36363636363636365,2
sys.path.append('/path/to/2014_07_13_test'),add a path `/path/to/2014_07_13_test` to system path,set pythonpath in python script.,Add path to the current working directory.,0.0,0.3157894736842105,2
print(os.path.splitext('/home/user/somefile.txt')[0] + '.jpg'),replace extension '.txt' in basename '/home/user/somefile.txt' with extension '.jpg',get the path of current directory,Print the current user s home directory,0.0,0.2105263157894737,2
"if (not os.path.exists(directory)):
    os.makedirs(directory)",check if directory `directory ` exists and create it if necessary,check whether a directory `directory` exists,Check if the directory exists.,0.5,0.5333333333333333,2
""""""","""""".join([str(i) for i in list_of_ints])",convert list `list_of_ints` into a comma separated string,convert a list of integers `mytuple` into a string,Returns a string with all the characters in the string.,0.631578947368421,0.20000000000000004,2
return iter(sorted(dict.items())),iterate over a dictionary `dict` in sorted order,sort a dictionary `dict` by value,Returns an iterator over the keys in the dictionary sorted by key.,0.42857142857142855,0.4,2
"re.sub('\\*+', '*', text)","replace repeated instances of ""*"" with a single instance of ""*""",remove all square brackets from string `text`,Remove all comments from text,0.0,0.0,2
"max(list(MyCount.keys()), key=int)",get max key in dictionary `MyCount`,get a list of max value in dictionary `MyCount`,Get the maximum count of items in the count map,0.6666666666666667,0.25,2
workbook = xlsxwriter.Workbook('app/smth1/smth2/Expenses01.xlsx'),save xlsxwriter file in 'app/smth1/smth2/Expenses01.xlsx' path and assign to variable `workbook`,write the file contents of file 'app/smth1' to the file 'app/,Create a smth1 workbook,0.2962962962962963,0.2105263157894737,2
"df.groupby(['stock', 'same1', 'same2'], as_index=False)['positions'].sum()","sum the column `positions` along the  other columns `stock`, `same1`, `same2` in a pandas data frame `df`",remove duplicate rows from dataframe `df` and calculate their frequency,Group by stock and same1,0.07407407407407408,0.1818181818181818,2
"cursor.execute('INSERT INTO table (`column1`) VALUES (%s)', (value,))",insert row into mysql database with column 'column1' set to the value `value`,Insert a new column `column1` to a SQLite3 table.,Insert the row into the table.,0.3636363636363637,0.42105263157894735,2
"[(i, sum(j) / len(j)) for i, j in list(d.items())]",get the average of a list values for each key in dictionary `d`),calculate the mean of each two items in list `j`,Returns the average of the values in the array.,0.4347826086956522,0.4545454545454546,2
len(items),get the size of list `items`,Getting the length of array `items`,Returns the number of items in the collection.,0.5,0.42857142857142855,2
"str.find('s', 15)",find the index of sub string 's' in string `str` starting from index 15,find string's' in string's' of length 15,15 is the last s,0.6086956521739131,0.3157894736842105,2
"map(int, '42 0'.split())",How to split a string into integers in Python?,convert a string '42 0' into list of integers,map function to map int to 42 0,0.4444444444444444,0.11764705882352941,2
ts.plot(marker='.'),plot point marker '.' on series `ts`,plot a plot `ts` with marker `.`,Plot the ts.,0.5,0.4444444444444444,2
"[i for i, v in enumerate(a) if v > 4]",create a list containing the indices of elements greater than 4 in list `a`,get the indices of elements in list `a` where the first value is greater than `2,Returns a list of all the values in a.,0.6000000000000001,0.5217391304347826,2
"np.vstack((A, B))",concat two matrices `A` and `B` in numpy,append a numpy array `A` to a numpy array `B`,Vstack of A and B.,0.33333333333333326,0.4615384615384615,2
""""""" """""".join(s.split())",remove extra white spaces & tabs from a string `s`,split string `s` by space,Returns a string with the given string s.,0.2857142857142857,0.35294117647058826,2
"os.system('/bin/bash -c ""echo hello world""')",Run a command `echo hello world` in bash instead of shell,execute command 'echo hello\n' in the terminal of python script,echo hello to the screen,0.45454545454545453,0.25000000000000006,2
"sorted(dict1, key=dict1.get)",Sort dictionary `dict1` by value in ascending order,sort a dictionary `dict1` by value,Returns a sorted list of the keys in dict1.,0.7142857142857143,0.23529411764705882,2
"dict([(e[0], int(e[1])) for e in lst])","convert list `lst` of key, value pairs into a dictionary",convert a list of integers `e` to a dictionary,converts a tuple to a dictionary,0.5263157894736842,0.25,2
"pickle.dump(mylist, open('save.txt', 'wb'))",python save list `mylist` to file object 'save.txt',serialize a list of objects `mylist` to a file `save.txt`,pickle - dump the list to a file,0.6,0.375,2
"country, capital = random.choice(list(d.items()))",get a random key `country` and value `capital` form a dictionary `d`,create a random string from dictionary `d`,country capital,0.4210526315789474,0.2857142857142857,2
"re.findall('(.+?):(.+?)\\b ?', text)",Python split a string using regex,match regex pattern '((?:A|B|C)D)' on string 'B)D,Find all matches in the string,0.3529411764705882,0.16666666666666666,2
"re.split('(d(d)d)', 'aaa bbb ccc ddd eee fff', 1)",regex search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(d(d)d)',split string `d` by space,Split a string into a list of strings,0.38095238095238093,0.16666666666666666,2
"""""""({} goals, ${})"""""".format(self.goals, self.penalties)","format string ""({} goals, ${})"" with variables `goals` and `penalties`",convert a list of strings `goals` into a string,Returns a string with the goals,0.23529411764705882,0.42857142857142855,2
your_list.sort(key=lambda x: x.anniversary_score),sort list `your_list` by the `anniversary_score` attribute of each object,sort list `your_list` by the first element,sort your list by name,0.6,0.47058823529411764,2
listy = [[] for i in range(3)],Create list `listy` containing 3 empty lists,create a list `listy` containing the first 3 values of each tuple in list `range,Listy is a list of 3 elements.,0.4545454545454545,0.42857142857142855,2
"re.sub('^((?:(?!cat).)*cat(?:(?!cat).)*)cat', '\\1Bull', s)",find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',remove all square brackets from string `text`,Replace all the non - cat characters with their corresponding characters.,0.0,0.16666666666666666,2
"(datetime.date(2000, 2, 1) - datetime.timedelta(days=1))",Get Last Day of the first month in year 2000,get the date difference between two date objects `2000` and `1`,Returns the difference between 2 and 2009 datetime objects.,0.28571428571428564,0.10526315789473685,2
"(t - datetime.datetime(1970, 1, 1)).total_seconds()","convert datetime object `(1970, 1, 1)` to seconds",get the date difference between two datetime objects `1970` and `1`,Returns the timestamp of the given datetime.,0.3157894736842105,0.13333333333333333,2
"df.iloc[:, ([2, 5, 6, 7, 8])].mean(axis=1)","get mean of columns `2, 5, 6, 7, 8` for all rows in dataframe `df`","get the indexes of rows in dataframe `df` which the values of the column '2,",df. ils = > df. ils + > df. ils + > df,0.4666666666666667,0.09090909090909091,2
lst = [Object() for i in range(100)],create list `lst` containing 100 instances of object `Object`,create a list of all objects in range of 100,Returns a list of 100 objects.,0.4210526315789474,0.4,2
"dateobj = datetime.datetime.strptime(datestr, '%Y-%m-%d').date()",Parse string `datestr` into a datetime object using format pattern '%Y-%m-%d',convert a date string `datestr` into a datetime object,dateobj = datetime. datetime. strptime,0.5454545454545455,0.11764705882352941,2
"re.sub('.*I', 'I', stri)",remove all characters from string `stri` upto character 'I',remove all non-alphanumeric characters from a string `stri`,I m a k,0.6666666666666666,0.15384615384615383,2
"list(itertools.combinations([1, 2, 3, 4, 5, 6], 2))",getting every possible combination of two elements in a list,get a list of all possible combination of 3 binary values,List of all possible combinations of 1 and 2.,0.47619047619047616,0.3157894736842105,2
df.groupby('A').filter(lambda x: len(x) > 1),filter dataframe `df` by values in column `A` that appear more than once,filtering out rows in dataframe `df` by the length of column 'A',Return a DataFrame of the data set with the length of each element in the DataFrame.,0.48000000000000004,0.20689655172413793,2
"re.sub('\\*\\*+', '*', text)",Replace repeated instances of a character '*' with a single instance in a string 'text',remove all square brackets from a string `text`,Remove all comments and comments from text,0.2727272727272727,0.09523809523809523,2
len(),function to get the size of object,Getting the length of array `a`,Returns the number of elements in the list.,0.30769230769230765,0.26666666666666666,2
"if (not myString):
    pass",check if the string `myString` is empty,check if string `myString` is empty,if myString is empty return the empty string,0.923076923076923,0.7999999999999999,2
print('{0:.2f}'.format(your_number)),print a digit `your_number` with exactly 2 digits after decimal,print float `your` with two decimal points,Print the current time.,0.4444444444444444,0.13333333333333333,2
help('modules'),get a list of locally installed Python modules,help the module list `modules`,Display help message,0.3076923076923077,0.0,2
"re.findall('(.*?)\\[.*?\\]', example_str)",get all text that is not enclosed within square brackets in string `example_str`,Find all substrings in string `example` that have a substring `.,Find all example strings in the example string,0.41666666666666663,0.36363636363636365,2
"[(v, k) for k, v in d.items()]",convert dictionary of pairs `d` to a list of tuples,get rid of None values in dictionary `d`,d. values,0.33333333333333326,0.16666666666666669,2
"xor(bool(a), bool(b))",get logical xor of `a` and `b`,check if list `a` is empty,Logical XOR operation.,0.15384615384615383,0.4,2
"np.array(zip(a.ravel(), b.ravel()), dtype='i4,i4').reshape(a.shape)",zip two 2-d arrays `a` and `b`,numpy concatenate two arrays `a` and `b` along the first axis,Returns an array of the elements of a and b.,0.5263157894736842,0.33333333333333326,2
globals().update(vars(args)),update the `globals()` dictionary with the contents of the `vars(args)` dictionary,extend global variable `globals` with arguments `args`,Update the global variables with the given arguments.,0.3157894736842105,0.4,2
""""""", """""".join('(' + ', '.join(i) + ')' for i in L)",convert list of tuples `L` to a string,convert a list of strings `mytuple` into a string,A string with the string representation of the expression.,0.5882352941176471,0.35294117647058826,2
return user.groups.filter(name='Member').exists(),"in django, check if a user is in a group 'Member'",check if a group with criteria `name` equal to 'Member',Returns true if the user is a member of any group.,0.47619047619047616,0.5454545454545454,2
"set(['stackoverflow', 'google']).issubset(sites)",check if key 'stackoverflow' and key 'google' are presented in dictionary `sites`,"check if all of the following items in list `['stackoverflow', 'google']` are",A simple utility to remove the built - in classes from the set.,0.5,0.08333333333333333,2
it = iter(sorted(d.items())),iterate over a dictionary `d` in sorted order,sort a dictionary `d` by value,Returns an iterator over the keys in the dictionary.,0.42857142857142855,0.35294117647058826,2
setStyleSheet('QPushButton {background-color: #A3C1DA; color: red;}'),set text color as `red` and background color as `#A3C1DA` in qpushbutton,set background-color:##33.txt' on the top of the string 'Q,Set the background color of the QPushButton,0.25,0.4210526315789474,2
"f = open('myfile', 'w')
f.write('hi there\n')
f.close()","write line ""hi there"" to file `myfile`",open file'myfile',open myfile and write it to file,0.4,0.5714285714285714,2
""""""" """""".join(re.split('[^a-zA-Z]*', 'your string'))",extract only alphabetic characters from a string `your string`,split string `text` by a space,Returns a string with all non - alphanumeric characters removed.,0.26666666666666666,0.3333333333333333,2
"soup.find_all('a', href=re.compile('http://www\\.iwashere\\.com/'))",find all anchor tags in html `soup` whose url begins with `http://www.iwashere.com`,find href value in HTML string `soup`,Find all links in the page.,0.36363636363636365,0.28571428571428575,2
((25 < a) & (a < 100)).sum(),get count of values in numpy array `a` that are between values `25` and `100`,Get the sum of the largest `25` values in a list `a`,Returns the sum of a < = 25 < = a < = 100,0.4444444444444445,0.3478260869565218,2
"rdata.set_index(['race_date', 'track_code', 'race_number'])","set columns `['race_date', 'track_code', 'race_number']` as indexes in dataframe `rdata`",set index equal to field 'race_date' in dataframe `rdata`,Set the data index to the RaceDate,0.5217391304347826,0.1,2
print(all(word[0].isupper() for word in words)),check if all string elements in list `words` are upper-cased,check if all words in a list `word` are lowercase,Print all letters in all words.,0.6666666666666666,0.3529411764705882,2
"os.chmod(path, stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH)",changing permission of file `path` to `stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH`,set the mode of file `path` to permission number 13.3,Change file permissions,0.3846153846153846,0.1111111111111111,2
"df.pivot(index='order', columns='sample')",convert dataframe `df` into a pivot table using column 'order' as index and values of column 'sample' as columns,create a pivot table with column 'order' and columns'sample' in dataframe `df`,Pivot DataFrame with sample columns,0.625,0.3333333333333333,2
"[(a if a else 2) for a in [0, 1, 0, 3]]","replace `0` with `2` in the list `[0, 1, 0, 3]`","remove all elements from a list `[0, 2, 3]` from a list",Returns a list of the possible values.,0.34782608695652173,0.2222222222222222,2
datetime.datetime.fromtimestamp(ms / 1000.0),convert `ms` milliseconds to a datetime object,convert milliseconds epoch time represented as milliseconds `1000.0` to milliseconds,Returns a datetime object from the milliseconds since epoch.,0.33333333333333326,0.5,2
"ftp.storbinary('STOR myfile.txt', open('myfile.txt', 'rb'))",upload binary file `myfile.txt` with ftplib,How to download a file via Python?,STOR myfile. txt,0.14285714285714285,0.4,2
new_list = copy.copy(old_list),copy list `old_list` as `new_list`,copy list `old_list` to list `new_list`,Return a copy of the old list.,0.7999999999999999,0.42857142857142855,2
"sum(d * 10 ** i for i, d in enumerate(x[::-1]))",Concatenate elements of a list 'x' of multiple integers to a single integer,sum the number of 10 values in a list `testlist`,Sums the numbers in the range 0 - 10.,0.2608695652173913,0.0,2
"calendar.monthrange(2002, 1)",Get Last Day of the first month in 2002,month range from 2002 to 1,Return a list of the month range 2002 - 1.,0.26666666666666666,0.4444444444444444,2
"df = df[['x', 'y', 'a', 'b']]","Rearrange the columns 'a','b','x','y' of pandas DataFrame `df` in mentioned sequence 'x' ,'y','a' ,'b'",add multiple columns `x` and `y` to dataframe `df`,df = data frame,0.3703703703703704,0.09523809523809525,2
"random.randint(100000000000, 999999999999)",generate a 12-digit random number,generate random numbers,Returns a random integer between 0 and 65535 inclusive.,0.4444444444444444,0.26666666666666666,2
subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat']),Call a subprocess with arguments `c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat` that may contain spaces,Open a process 'c:\\Program Files\\VM' with mode 'c:\\Program Files\\,Open VM program files.,0.33333333333333337,0.1818181818181818,2
print(etree.tostring(some_tag.find('strong'))),Get all texts and tags from a tag `strong` from etree tag `some_tag` using lxml,get the value of tag `some_tag` in the string `soup`,Print the content of some_tag,0.2962962962962963,0.18181818181818182,2
distutils.dir_util.mkpath(path),check if a directory `path` exists and create it if necessary,create a directory `path` if file `path` does not exist,Create a new path to the directory.,0.47619047619047616,0.4444444444444444,2
"np.genfromtxt('myfile.csv', delimiter=',')",read csv file 'myfile.csv' into array,"generate a list of items from csv file'myfile.csv' using delimiter ','",Generate a numpy array from a CSV file.,0.4210526315789474,0.39999999999999997,2
"sorted(d, key=d.get, reverse=True)",Sort dictionary `d` by value in descending order,reverse sort Counter `d` by value,Returns a sorted list of the values in d.,0.5714285714285715,0.23529411764705882,2
print(sum(row[column] for row in data)),sum elements at index `column` of each list in list `data`,sum the values in a list of lists of lists `data`,Print the sum of all columns in the data.,0.45454545454545453,0.39999999999999997,2
"post_response = requests.post(url='http://httpbin.org/post', json=post_data)",make an HTTP post request with data `post_data`,Check the status code of url 'http://http.google.com/',post a response to the url,0.10526315789473685,0.13333333333333333,2
df.loc[df.groupby('User')['X'].transform(sum) == 0],Get data of dataframe `df` where the sum of column 'X' grouped by column 'User' is equal to 0,get the grouped values by 'User' in dataframe `df` where the,User X X,0.5333333333333333,0.18181818181818182,2
"any(isinstance(el, list) for el in input_list)",check if any values in a list `input_list` is a list,check if all elements in list `input` are the same type `list`,Returns true if any element in input is an instance of list.,0.5,0.5,2
"pattern = re.compile('(?:review: )?(http://url.com/(\\d+))\\s?', re.IGNORECASE)",Get multiple matched strings using regex pattern `(?:review: )?(http://url.com/(\\d+))\\s?`,Validate the url `http://example.org/#comments' using regex,re. compile to match review urls,0.3636363636363637,0.10526315789473684,2
u = s.decode('utf-8-sig'),convert utf-8 with bom string `s` to utf-8 with no bom `u`,convert utf-8 string `s` to utf-8 string,Decode the UTF - 8 string to a string,0.6956521739130435,0.36363636363636365,2
"str.find('s', 11, 14)",find the index of sub string 's' in string `str` starting from index 11 and ending at index 14,find string's' in `11` and `14`,returns the first s,0.5384615384615384,0.17391304347826086,2
"url('^$', include('sms.urls')),",Confirm urls in Django properly,remove the fragment identifier `^` from the end of string `sms.urls`,Returns a regex that matches the sms. urls.,0.12500000000000003,0.15384615384615385,2
"[i for i, elem in enumerate(bool_list, 1) if elem]",get indexes of all true boolean values from a list `bool_list`,get the position of item 1 in `bool_list`,Returns a list of all the boolean values in the bool_list.,0.380952380952381,0.6666666666666666,2
"arr = numpy.fromiter(codecs.open('new.txt', encoding='utf-8'), dtype='<U2')",load data containing `utf-8` from file `new.txt` into numpy array `arr`,get a new array `arr` from a list of codecs `codecs`,Create a new array from a file,0.33333333333333337,0.4,2
sum(d.values()),sum of all values in a python dict `d`,sum all the values in a dictionary `d`,Sum of all values in the dictionary.,0.7058823529411765,0.6250000000000001,2
"re.sub('(?<=[a-z])\\r?\\n', ' ', textblock)",remove line breaks from string `textblock` using regex,remove all non-alphanumeric characters in string `text`,Remove all non - ASCII characters from a string.,0.25,0.375,2
"int(datetime.datetime.strptime('01/12/2011', '%d/%m/%Y').strftime('%s'))",convert string '01/12/2011' to an integer timestamp,parse string '01/12/12/12/12/12' into int,Returns the number of days since January 1st 1970.,0.3157894736842105,0.0,2
"pd.concat([df.drop('b', axis=1), pd.DataFrame(df['b'].tolist())], axis=1)",split dictionary/list inside a pandas column 'b' into separate columns in dataframe `df`,remove all rows from dataframe `df` with values of column 'b' equal to 'one,Drops the b column and concatenate the data frame.,0.2857142857142857,0.17391304347826086,2
"print('[' + ', '.join('%5.3f' % v for v in l) + ']')",format print output of list of floats `l` to print only up to 3 decimal points,printing numbers 5.3f' with string formatting,Print a list of numbers.,0.0,0.2857142857142857,2
