input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"df[df['A'].isin([3, 6])]","use a list of values `[3,6]` to select rows from a pandas dataframe `df`'s column 'A'",select rows from a dataframe 'df' whose value for column `A` is,3 - 6 - 6 - 3,0.5333333333333333,0.1818181818181818,2
"struct.unpack('BBB', rgbstr.decode('hex'))",convert hex triplet string `rgbstr` to rgb tuple,unpack the binary data represented by the hexadecimal string ` rgbstr` to its integer,unpacks a hex string into a struct,0.2857142857142857,0.26666666666666666,2
"[int(x, 16) for x in ['BB', 'A7', 'F6', '9E']]","convert a list of hex byte strings `['BB', 'A7', 'F6', '9E']` to a list of hex integers",convert hex string 'BB' to decimal,Convert BB to binary array,0.3478260869565218,0.2727272727272727,2
"b = {a[i]: a[i + 1] for i in range(0, len(a), 2)}","convert a list 'a' to a dictionary where each even element represents the key to the dictionary, and the following odd element is the value",make a dictionary `a` from list `a` which is in the format of four sets,Get the next element in the array.,0.35000000000000003,0.1875,2
"pd.concat([pd.DataFrame(l) for l in my_list], axis=1).T",create a pandas data frame from list of nested dictionaries `my_list`,concatenate a list of dictionaries `l` to a dataframe `pd` with pandas,Concatenate DataFrames.,0.4166666666666667,0.0,2
df['a'].values.tolist(),pandas dataframe `df` column 'a' to list,unpack a series of tuples in pandas into a list of tuples,A pandas DataFrame of the values in the A column.,0.3157894736842105,0.47058823529411764,2
df.values.tolist(),generate a list from a pandas dataframe `df` with the column name and column values,unpack list of values in pandas data frame `df` into list,Return the values in the DataFrame as a list.,0.30769230769230765,0.4166666666666667,2
"raise AssertionError(""Unexpected value of 'distance'!"", distance)","throw an assertion error with message ""Unexpected value of 'distance'!"", distance",throw a NoSuchElementExceptions exception,Assert that distance is not a positive integer.,0.13333333333333333,0.10526315789473685,2
os.path.expanduser('~user'),find the real user home directory using python,get a path from a python script,Returns the user s home directory.,0.13333333333333333,0.5714285714285715,2
Book.objects.filter(author__id=1).filter(author__id=2),Filter Django objects by `author` with ids `1` and `2`,filter `Book` by field `author` in django model `Book`,Get all Books with the most recent author.,0.4210526315789474,0.22222222222222224,2
my_list.sort(key=operator.itemgetter('name')),Sort list `my_list` in alphabetical order based on the values associated with key 'name' of each dictionary in the list,"Sort a list of dictionaries `my_list` by keys ""key"" and ""value""",Sort my_list by key,0.36363636363636365,0.3076923076923077,2
s.rfind('&'),cut a string by delimiter '&',get the index of sub string '&' in string `s`,Remove & from the end of a string,0.14285714285714285,0.3333333333333333,2
"datetime.datetime.combine(dateobject, datetime.time())",convert Date object `dateobject` into a DateTime object,convert date object `dateobject` to datetime,Combine dateobject and time objects.,0.7142857142857143,0.15384615384615385,2
[i for i in y if y[i] == 1],Get all the keys from dictionary `y` whose value is `1`,finding the index of elements containing key 'c' in dictionary `y`,returns a list of all the keys that are 1,0.2727272727272727,0.380952380952381,2
"requests.get('https://kennethreitz.com', verify=False)",disable the certificate check in https requests for url `https://kennethreitz.com`,request page 'https://kennethreitz' with credentials of username ',Get a list of all the kennethreitz s items.,0.2,0.1904761904761905,2
"print('Total score for %s is %s  ' % (name, score))",print a string using multiple strings `name` and `score`,print 'Total score for each three digit before '.',Print total score for a given model,0.23529411764705882,0.375,2
system('/path/to/my/venv/bin/python myscript.py'),execute python code `myscript.py` in a virtualenv `/path/to/my/venv` from matlab,execute os command '/ path/to/my/venv/bin' with,This is the system path to the virtualenv binaries.,0.43478260869565216,0.2608695652173913,2
"for (letter, number) in list(d.items()):
    pass",Iterating key and items over dictionary `d`,loop through `d` in sorted order,for each letter in d,0.15384615384615383,0.16666666666666666,2
"wx.TextCtrl(self, -1, size=(300, -1))",modify the width of a text control as `300` keeping default height in wxpython,set the size of the button to '300' above the y axis in matplotlib `,Creates a text control window.,0.2857142857142857,0.3157894736842105,2
(trace_df['ratio'] > 0).mean(),get proportion of rows in dataframe `trace_df` whose values for column `ratio` are greater than 0,calculate the mean of the column `ratio` in dataframe `df`,Returns the mean ratio of the traces,0.4444444444444445,0.16666666666666666,2
"plt.colorbar(mappable=mappable, cax=ax3)",add color bar with image `mappable` to plot `plt`,change the color bar `mappable` to red,Make a colorbar,0.5,0.0,2
df.groupby(pd.TimeGrouper(freq='M')),Group a pandas data frame by monthly frequenct `M` using groupby,Get average for every three columns in `df` dataframe,Time Series grouped by frequency,0.0,0.12500000000000003,2
"sorted(list(tag_weight.items()), key=lambda x: int(x[1]), reverse=True)",sort dictionary `tag_weight` in reverse order by values cast to integers,sort dictionary `tag_weight` by the third item in each list,Returns a sorted list of tag weight.,0.5217391304347826,0.2105263157894737,2
"'%0.12d' % random.randint(0, 999999999999)",generate a 12-digit random number,generate a random number in 12.12d',Generate a random string,0.7692307692307692,0.6,2
"df.to_csv('c:\\data\\pandas.txt', header=None, index=None, sep=' ', mode='a')",write content of DataFrame `df` into text file 'c:\\data\\pandas.txt',write dataframe `df` to csv file 'c:/data.txt',Write dataframe to CSV,0.6666666666666666,0.25,2
df.to_sparse(0),convert dataframe `df` to integer-type sparse object,convert dataframe `df` to asparse array,Convert DataFrame to sparse matrix.,0.5714285714285715,0.6153846153846154,2
dbb.commit(),commit all the changes after executing a query.,get rid of None values in dictionary `dbb`,Commit the transaction.,0.0,0.36363636363636365,2
"driver.set_window_size(1400, 1000)","Set a window size to `1400, 1000` using selenium webdriver",set the size of a web page to `1400` above the screen using selenium webdriver,Set window size,0.64,0.4615384615384615,2
"re.search('(?<!Distillr)\\\\AcroTray\\.exe', 'C:\\SomeDir\\AcroTray.exe')",search for string that matches regular expression pattern '(?<!Distillr)\\\\AcroTray\\.exe' in string 'C:\\SomeDir\\AcroTray.exe',search for occurrences of regex pattern '(?<!Distillr' in string `str`,Detects if the current locale is a distillr or acro t.,0.4444444444444445,0.07142857142857142,2
"print('[%s, %s, %s]' % (1, 2, 3))","print '[1, 2, 3]'",print a list of floating numbers `list_of_ints` using string formatting,Print the two lists of the two lists,0.125,0.16666666666666666,2
self.root.destroy(),close the window in tkinter,How do I get rid of Python Tkinter root window?,Destroy the root node.,0.26666666666666666,0.22222222222222224,2
"time.strftime('%l:%M%p %z on %b %d, %Y')",display current time in readable format,Convert unix timestamp '1347517370' to formatted string '%l/%m/%,Returns the current time as a string.,0.0,0.30769230769230765,2
"pd.concat([a, b], ignore_index=True)",simple way to append a pandas series `a` and `b` with same index,duplicate data in pandas dataframe `a` and dataframe `b`,concat two arrays,0.3636363636363637,0.0,2
"df.reindex(['Z', 'C', 'A'])","reorder indexed rows `['Z', 'C', 'A']` based on a list in pandas data frame `df`",regular expression matching all but 'Z' and 'C' for pandas data,Reindex the dataframe to match the column names Z C A.,0.30769230769230765,0.23076923076923075,2
"re.sub('(?<!\\w)([A-Z])\\.', '\\1', s)",remove periods inbetween capital letters that aren't immediately preceeded by word character(s) in a string `s` using regular expressions,remove line breaks from string `textblock` using regex,Remove all non - alphanumeric characters from the string,0.20689655172413796,0.13793103448275862,2
self.writer.writerow([str(s).encode('utf-8') for s in row]),how to write a unicode csv in Python 2.7,write string `s` to file `self`,Write to the stream.,0.25,0.28571428571428575,2
sys.version_info,check python version,get info of the python script,Get the version info of the system.,0.2222222222222222,0.2,2
pd.to_datetime(df.ID.str[1:-3]),"convert a dataframe `df`'s column `ID` into datetime, after removing the first and last 3 letters",convert the dataframe `df` to datetime object,Returns the datetime of the ID column.,0.4166666666666667,0.3333333333333333,2
"dict(zip(keys, zip(*data)))",get a dictionary with keys from one list `keys` and values from other list `data`,create a dictionary using two lists`keys` and `data`,Returns a dict with the keys and values.,0.4166666666666667,0.43478260869565216,2
formatter = logging.Formatter('%(asctime)s;%(levelname)s;%(message)s'),customize the time format in python logging,"print ""Please enter a message to console, and read user input to `s`",Returns a logging formatter for the current time.,0.0,0.39999999999999997,2
"print('%.2f kg = %.2f lb = %.2f gal = %.2f l' % (var1, var2, var3, var4))","Format all floating variables `var1`, `var2`, `var3`, `var1` to print to two decimal places.",limit float `3.5e+20` to two decimal points,print kg = %. 2f lb = %. 2f kg = %.,0.2608695652173913,0.1,2
df.fillna(0),replace all the nan values with 0 in a pandas dataframe `df`,replace nan values in a pandas data frame with the average of columns,Fill missing values in the DataFrame with 0.,0.64,0.6,2
logging.info('date={}'.format(date)),Log message of level 'info' with value of `date` in the message,Log info message 'date' with format '%d/%m/%Y',Log the date.,0.4761904761904762,0.4,2
df['col'] = 'str' + df['col'].astype(str),append string 'str' at the beginning of each value in column 'col' of dataframe `df`,make new column 'col' in panda dataframe by adding values from other columns ',A convenience function to convert the columns of the DataFrame to strings.,0.28571428571428575,0.22222222222222224,2
os.system('screencapture screen.png'),take screenshot 'screen.png' on mac os x,run python script'screencenc' on windows,Capture the screen.,0.14285714285714288,0.18181818181818182,2
df.iloc[np.flatnonzero(df['BoolCol'])],Create a list containing the indexes of rows where the value of column 'BoolCol' in dataframe `df` are equal to True,get  value of the nonzero values' indices of dataframe `df`,Return a DataFrame of all boolean values in the DataFrame.,0.3870967741935483,0.3225806451612903,2
instance.__class__.__name__,How to get the concrete class name as a string?,get a name of class `instance` as a string,Returns the name of the instance.,0.631578947368421,0.25,2
list(dict.keys())[-1],get the last key of dictionary `dict`,get the largest key in a dictionary `dict`,Returns a list of all keys in the dictionary.,0.6666666666666666,0.375,2
"datetime.strptime('Tue, 22 Nov 2011 06:00:00 GMT', '%a, %d %b %Y %H:%M:%S %Z')","convert js date object 'Tue, 22 Nov 2011 06:00:00 GMT' to python datetime",convert string 'Tue' into a datetime object,Returns a datetime object with the last day and time.,0.36363636363636365,0.16,2
"logging.info('date=%s', date)",convert the argument `date` with string formatting in logging,Log info message 'date' with value 'date',Log the date.,0.25,0.3333333333333333,2
pprint(dict(list(o.items()))),pretty-print ordered dictionary `o`,Get a dictionary `o` from list `p`,Pretty - prints the object.,0.3333333333333333,0.22222222222222224,2
"values = np.array([i for i in range(100)], dtype=np.float64)",assign an array of floats in range from 0 to 100 to a variable `values`,create a dataframe containing each row in range of 100,The values of the histogram,0.4,0.2,2
webbrowser.open('http://example.com'),webbrowser open url 'http://example.com',open the login site 'http://example.com/' in selenium webdriver `webbrowser`,Open a web browser to the example. com page.,0.5882352941176471,0.4,2
"try:
    del mydict[key]
except KeyError:
    pass
try:
    del mydict[key]
except KeyError:
    pass",Delete an item with key `key` from `mydict`,Delete an element `key` from a dictionary `mydict`,"Remove the
    from the dictionary.",0.625,0.15384615384615385,2
df['Season'].str.split('-').str[0].astype(int),Update row values for a column `Season` using vectorized string operation in pandas,"split string in column 'Season' by ',' into separate columns in dataframe `df`",Seasons - > Seasons,0.32,0.0,2
list(d.items()),get keys and items of dictionary `d` as a list,Retrieve list of values from dictionary 'd',List all items in the dictionary.,0.47058823529411764,0.37499999999999994,2
(datetime.datetime.now() - datetime.timedelta(days=7)).date(),get the date 7 days before the current date,How to get yesterday in python,Returns the current date in the past,0.13333333333333333,0.5,2
list(cf.get_range().get_keys()),get a list of all keys in Cassandra database `cf` with pycassa,Get a list of keys from a dictionary `cf`,List all keys in the current range,0.5714285714285715,0.4210526315789474,2
re.compile('[^a-zA-Z0-9-]+'),How to exclude a character from a regex group?,python regex - check for a capital letter with a following lowercase in string `string`,A regex pattern to match a string.,0.2608695652173913,0.5,2
"sorted(a, key=lambda i: list(i.values())[0], reverse=True)",sort a list of dictionaries `a` by dictionary values in descending order,sort a python dictionary `a` by element `1` of the value,Sort an array of lists.,0.5217391304347826,0.23529411764705882,2
""""""""""""".join(str(random.randint(0, 9)) for _ in range(12))",generate a random 12-digit number,"generate a random number in string `random.randint(0.1, 0",Generate a random string,0.4705882352941177,0.6,2
int('  23  '),Python: Convert a string to an integer,convert a string'23  to integer,2016 - 11 - 23,0.7692307692307692,0.0,2
"order_array.sort(order=['year', 'month', 'day'])","sort array `order_array` based on column 'year', 'month' and 'day'",sort a list of dictionaries `order_list` by the value of,sorts the array by year month,0.18181818181818182,0.3529411764705882,2
"for (key, value) in list(d.items()):
    pass",Iterating over a dictionary `d` using for loops,iterate over a dictionary `d` in a list `iterable`,for each key in d,0.47058823529411764,0.3076923076923077,2
"float('123,456.908'.replace(',', ''))","convert a string `123,456.908` with dot and comma into a floating number","parse string '123,456.908' to float",123 456. 908,0.38095238095238093,0.35294117647058826,2
"dict((d['name'], d) for d in listofdict)",convert a list of dictionaries `listofdict into a dictionary of dictionaries,create a dictionary containing each dictionary in list `list_of_d` and convert,list of dictionaries,0.41666666666666663,0.42857142857142855,2
{k for d in LoD for k in list(d.keys())},create a set containing all keys' names from dictionary `LoD`,create a dictionary from list of dictionaries ` LoD` which contain dictionaries of dictionaries,k = > d,0.4347826086956522,0.0,2
df.stack().groupby(level=0).first(),get first non-null value per each row from dataframe `df`,pandas dataframe get first row of each group by 'level',Stack DataFrame to get the first row of the first column.,0.47619047619047616,0.36363636363636365,2
"print('Total score for {} is {}'.format(name, score))",print multiple arguments 'name' and 'score'.,"print ""totalscore"" for a given string `name` in format string ""{'",Print total score for the given name.,0.25,0.4615384615384615,2
ex.groupby(level='A').agg(lambda x: x.index.get_level_values(1).nunique()),count unique index values in column 'A' in pandas dataframe `ex`,apply functions `mean` and `std` to each column in dataframe `ex`,Group by level = A,0.36363636363636365,0.13333333333333333,2
"print(np.array(list(mystr), dtype=int))",convert a string 'mystr' to numpy array of integer values,print a list of consecutive integers in a string `mystr` with datatype of float,print a string,0.3333333333333333,0.30769230769230765,2
"driver.find_element_by_xpath(""//p[@id, 'one']/following-sibling::p"")",Find next sibling element in Python Selenium?,find all the values in attribute `p` that are marked `required`,Finds the first element that matches the xpath.,0.2222222222222222,0.13333333333333333,2
soup = BeautifulSoup(response.read().decode('utf-8')),parse UTF-8 encoded HTML response `response` to BeautifulSoup object,decode a string `response` to a beautiful soup object,Parse the response and return a BeautifulSoup object.,0.3157894736842105,0.4444444444444445,2
"print(round(1123.456789, -1))",round 1123.456789 to be an integer,round number 1706433 to 3 decimal places,Print a string with a round of 10% precision.,0.2857142857142857,0.125,2
"soup.find_all('a', href=re.compile('http://www\\.iwashere\\.com/'))",find all anchor tags in html `soup` whose url begins with `http://www.iwashere.com`,find href value that has string 'follow?page' inside it,Find all links in the page.,0.08,0.28571428571428575,2
all(item in list(superset.items()) for item in list(subset.items())),check if dictionary `subset` is a subset of dictionary `superset`,check if all items in a dictionary `superset` are present,Returns true if all items in the superset are present.,0.5,0.20000000000000004,2
"""""""Hello {user[name]}"""""".format(**{'user': {'name': 'Markus'}})",Print a dictionary `{'user': {'name': 'Markus'}}` with string formatting,"get a random number of characters `user[name]` in string ""{'",Hello message.,0.4210526315789474,0.0,2
"re.split('(d(d)d)', 'aaa bbb ccc ddd eee fff', 1)",regex search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(d(d)d)',split string 'x(d)d' based on regular expression,Split a string into a list of strings,0.32,0.16666666666666666,2
"range(10, 0, -1)",iterate backwards from 10 to 0,Get Last Day of the last month in 10,Returns an array of the range [ 0 10 ).,0.13333333333333333,0.28571428571428575,2
"""""""a b"""""".replace(' ', '').isalpha()",Check if string 'a b' only contains letters and spaces,check if string `ab` is empty,Returns true if the string is an alpha - numeric value.,0.37499999999999994,0.20000000000000004,2
"pd.concat(g for _, g in df.groupby('ID') if len(g) > 1)",get a list of all the duplicate items in dataframe `df` using pandas,Concatenate dataframe `df` to a pandas data frame,Concatenate group data into a single DataFrame.,0.380952380952381,0.2,2
"df.groupby(['stock', 'same1', 'same2'])['positions'].sum().reset_index()",Summing across rows of Pandas Dataframe,Return values for column `stock` and column `same1` for pandas data frame `df,Group by stock and same1,0.10526315789473684,0.0,2
datetime.datetime.fromtimestamp(s).strftime('%Y-%m-%d %H:%M:%S.%f'),convert epoch time represented as milliseconds `s` to string using format '%Y-%m-%d %H:%M:%S.%f',convert a date string `s` to date and time represented in the the string format '%Y,Convert unix timestamp to datetime.,0.47058823529411764,0.1739130434782609,2
"[k for k, v in dictA.items() if v.count('duck') > 1]",Get a list of all keys from dictionary `dictA` where the number of occurrences of value `duck` in that key is more than `1`,Find all keys from a dictionary `dictA` whose values are `desired_value`,Returns a list of all keys in dictA.,0.38888888888888895,0.43750000000000006,2
{{json.key1}},lookup dictionary key `key1` in Django template `json`,Get a key `key1` from a dictionary `json`,{{{ 1. key1,0.5,0.2,2
df.astype(bool).sum(axis=1),count non zero values in each column in pandas data frame,get the mean of each row in dataframe `df`,Sum of boolean values.,0.19999999999999998,0.13333333333333333,2
"re.findall('(?::|;|=)(?:-)?(?:\\)|\\(|D|P)', s)",fetch smilies matching regex pattern '(?::|;|=)(?:-)?(?:\\)|\\(|D|P)' in string `s`,find overlapping matches from a string `hello` using regex,Find all the elements in the string.,0.2105263157894737,0.23529411764705882,2
MyModel.objects.extra(where=['CHAR_LENGTH(text) > 254']),filter a Django model `MyModel` to have charfield length of max `255`,sort query set by number of characters in a field `CHAR_LENGTH` in django model `,Get extra characters in the database.,0.3703703703703704,0.0,2
"dates_dict.setdefault(key, []).append(date)","append `date` to list value of `key` in dictionary `dates_dict`, or create key `key` with value `date` in a list if it does not exist",Create a key `key` if it does not exist in dictionary `dates_dict` and,Add a date to the list of dates.,0.65,0.3529411764705882,2
"[(k, v) for k, v in D.items() if 'Light' in k]",Find all the items from a dictionary `D` if the key contains the string `Light`,convert dictionary of pairs `D` to a list of tuples,D. entries,0.24,0.11764705882352941,2
urlparse.urldefrag('http://www.address.com/something#something'),remove the fragment identifier `#something` from a url `http://www.address.com/something#something`,remove urls from a url string `http://www.address`,URL - DEFRAG,0.6086956521739131,0.125,2
"mydict.pop('key', None)","Delete an item with key ""key"" from `mydict`",Delete an element `key` from a dictionary `mydict` if it has a key,Remove the key from the dictionary.,0.5714285714285714,0.28571428571428575,2
"re.sub('\\w*\\d\\w*', '', words).strip()",remove all words which contains number from a string `words` using regex,remove parentheses only around single words in a string `s` using regex,\ d + \ w + \ d + \ w +,0.5,0.0,2
"text = re.sub('\\b(\\w+)( \\1\\b)+', '\\1', text)",Remove duplicate words from a string `text` using regex,Remove all data inside parenthesis in string `text`,Remove all non - word characters from the text.,0.35294117647058826,0.35294117647058826,2
"df.iloc[:, (np.r_[1:10, (15), (17), 50:100])]","select multiple ranges of columns 1-10, 15, 17, and 50-100 in pandas dataframe `df`","get  value at index `[0.1, 0]` in dataframe `df`",DF. illustration of the R^2 matrix.,0.3076923076923077,0.17391304347826086,2
"[(x + y) for x, y in zip(word, word[1:])]",create a list containing each two adjacent letters in string `word` as its elements,create a list of tuples with the values of keys 'x' and 'y' from,Returns a list of the sum of the two numbers.,0.21428571428571427,0.25,2
"importlib.import_module('.c', 'a.b')",import a nested module `c.py` within `b` within `a` with importlib,import a module 'a.c' from a string 'a.c',Import a module,0.45454545454545453,0.4,2
df.loc[df[0].str.contains('(Hel|Just)')],get rows of dataframe `df` that match regex '(Hel|Just)',"filter rows whose value in column `str` contains string ""44442(2",Return DataFrame with columns that contain string.,0.09523809523809525,0.23529411764705882,2
"db.Doc.update({'_id': b['_id']}, {'$set': {'geolocCountry': myGeolocCountry}})",insert a new field 'geolocCountry' on an existing document  'b' using pymongo,update dictionary `db` with key/value pairs of dictionary `b` as `{'_,Update the _id field in the database.,0.08695652173913043,0.10526315789473685,2
"print('Total cost is: ${:,.2f}'.format(TotalAmount))",format floating point number  `TotalAmount` to be rounded off to two decimal places and have a comma thousands' seperator,print 'Total cost is: `my_number` with exactly 2 digits after decimal,Print total cost,0.12903225806451615,0.0,2
matplotlib.rcParams.update({'font.size': 22}),change the font size on plot `matplotlib` to 22,change the size of the sci notation to 'font.size' above the y axis in matplotlib,Update the font size of the parameters,0.4800000000000001,0.375,2
[[td.findNext(text=True) for td in tr.findAll('td')] for tr in rows],extract table data from table `rows` using beautifulsoup,find all the texts in list `td` that have a text 'TEXT A',Find next td in table,0.0,0.15384615384615385,2
soup.findAll(id=re.compile('para$')),BeautifulSoup find a tag whose id ends with string 'para',BeautifulSoup find all tags with attribute 'para' in beautifulsoup `soup,Find all elements in the page.,0.4000000000000001,0.125,2
dt.strftime('%m/%d/%Y'),format datetime in `dt` as string in format `'%m/%d/%Y`,python get date and time from a datetime object `dt`,return datetime as string,0.1904761904761905,0.39999999999999997,2
"dparser.parse('monkey 10/01/1980 love banana', fuzzy=True)",extract date from a string `monkey 10/01/1980 love banana`,set UTC offset by 9 hrs ahead for date'monkey 10/01/1980,Parse the Dparser,0.41666666666666663,0.0,2
list(d.items()),get keys and items of dictionary `d`,Retrieve list of values from dictionary 'd',List all items in the dictionary.,0.42857142857142855,0.30769230769230765,2
"datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')",convert a string into datetime using the format '%Y-%m-%d %H:%M:%S.%f',convert date string `string_data` into a datetime object,Returns a datetime object from the string date,0.4166666666666667,0.3478260869565218,2
model.objects.all().order_by('?')[0],grab one random item from a database `model` in django/postgresql,Django get first 10 records of model 'Model' from model 'MyModel',Returns all models in the database ordered by the date.,0.2727272727272727,0.1904761904761905,2
"re.sub('(?<!\\S)((\\S+)(?:\\s+\\2))(?:\\s+\\2)+(?!\\S)', '\\1', s)",regex for repeating words in a string `s`,regex matching all but 'S' and 'S' for string `s`,Remove all non - whitespace characters from the string,0.4444444444444445,0.125,2
result = db.engine.execute('<sql here>'),execute raw sql queue '<sql here>' in database `db` in sqlalchemy-flask app,Execute a sql statement using variables `sql`,execute sql here,0.3,0.375,2
dict(x[1:] for x in reversed(myListOfTuples)),create a dictionary of pairs from a list of tuples `myListOfTuples`,get a dictionary from list `mylist` in descending order,Return a dict of the keys in reverse order.,0.39999999999999997,0.19999999999999998,2
mydic.update({i: o['name']}),update the dictionary `mydic` with dynamic keys `i` and values with key 'name' from dictionary `o`,update dictionary `mydic` with key 'name' and value 1 to 'name',Update the dictionary with the given object,0.5185185185185185,0.34782608695652173,2
"re.split('\\.\\s', text)",Get all the sentences from a string `text` using regex,"split string `text` with comma, question mark or exclamation by non-",Split text into a list of strings,0.1904761904761905,0.23529411764705882,2
Entry.objects.filter(pub_date__contains='08:00'),django filter by hour,filter entries from a queryset in django model `Entry` that contain a date `pub_date,Get all entries that have published at least 8 days ago.,0.2105263157894737,0.0,2
'hello there %(5)s' % {'5': 'you'},format string with dict `{'5': 'you'}` with integer keys,print a string `hello` with precision of 5 decimal places,hello there...,0.3157894736842105,0.0,2
"df.replace('-', np.nan)",replace '-' in pandas dataframe `df` with `np.nan`,replace nan values in any column of pandas dataframe to the last row in the dataframe,Replace - with np. nan,0.4166666666666667,0.6666666666666666,2
Content.objects.all().order_by('?')[:100],"in Django, select 100 random records from the database `Content.objects`",Django get maximum value associated with field 'content' in model `content`,Returns all content objects ordered by content id.,0.2727272727272727,0.2105263157894737,2
writer.writeheader(),add field names as headers in csv constructor `writer`,Write header of file `writer` to file 'header',Write the header of the file.,0.11764705882352941,0.0,2
"dict((x, set(y) & set(d1.get(x, ()))) for x, y in d2.items())",get set intersection between dictionaries `d1` and `d2`,create a dictionary by merging values in dictionary `d1` with the same key,dict of x y pairs,0.09523809523809525,0.0,2
dic['Test'].update({'class': {'section': 5}}),add dictionary `{'class': {'section': 5}}` to key 'Test' of dictionary `dic`,add a key 'Test' to dictionary `dic` with value 5,Update Test.,0.6666666666666666,0.15384615384615385,2
"isinstance(obj_to_test, str)",check if `obj_to_test` is a string,check if object `obj_to_test` is a string,Test if obj_to_test is an instance of str.,0.9411764705882353,0.5555555555555556,2
"random.sample(range(1, 50), 6)",generate 6 random numbers between 1 and 50,"generate a random number in 1 to 50 with a given distribution [0.1, 50",Returns a random 6 - sample number from 1 to 50,0.3478260869565218,0.4444444444444445,2
raise Exception('I know Python!'),"throw an exception ""I know Python!""",throw an error window in python in windows,This is a hack to make sure Python is not running on Python.,0.42857142857142855,0.10526315789473684,2
"list(dict((x['id'], x) for x in L).values())",Filter duplicate entries w.r.t. value in 'id' from a list of dictionaries 'L',create a list containing each dictionary in list `my_list` which contains each tuple in list,List all the ids in the database,0.19354838709677422,0.18181818181818182,2
"plot.legend(loc=2, prop={'size': 6})",change legend font size with matplotlib.pyplot to 6,create a legend of the plot `df` with size of 2,Plot a legend,0.3,0.16666666666666666,2
con.commit(),Mysql commit current transaction,abort the execution of a python script,Commit the transaction,0.0,0.5714285714285715,2
os.system('clear'),clear the terminal screen in Linux,clear the current python script,Clear the system cache,0.3636363636363636,0.4,2
time.strftime('%Y-%m-%d %H:%M'),print current date and time in a regular format,Convert unix timestamp '1347517370' to formatted string '%Y-%m-%,Returns the current time as a string.,0.0,0.375,2
sleep(0.1),make a 0.1 seconds time delay,Make a delay of 1 second,Sleep for 1 second.,0.6153846153846153,0.18181818181818182,2
datetime.datetime.time(datetime.datetime.now()),get current time,convert datetime object to datetime object in python,Returns the current time.,0.0,0.5714285714285715,2
input('Enter your input:'),read keyboard-input," enter a 'Enter your input:'to console, and read user input to `input`",Prompt the user for input.,0.25,0.25,2
"random.randint(a, b)",Generate a random integer between `a` and `b`,generate a random number in list `a` and `b`,Returns a random int between a and b.,0.7058823529411765,0.75,2
[d['key'] for d in l if 'key' in d],get a list of values with key 'key' from a list of dictionaries `l`,python getting a list of key-value pairs from a list of dictionaries,get all keys,0.6666666666666666,0.11764705882352941,2
df.index.values.tolist(),get index values of pandas dataframe `df` as list,unpack list of values in pandas data frame `df` into list,Returns the index of the DataFrame as a list of strings.,0.5,0.5,2
"re.search('[a-zA-Z]', the_string)",check if string `the_string` contains any upper or lower-case ASCII letters,search for occurrences of regex pattern '[a-zA-Z][\\w-]*\\Z,Search for a character in a string,0.0,0.1,2
"return HttpResponse(json.dumps(response_data), content_type='application/json')",create a json response `response_data`,return a json data `response_data` with the key formatted to pattern '%d/%m,Return a JSON response with the response data,0.4,0.7142857142857143,2
'H-e-l-l-o- -W-o-r-l-d'[::2],"select alternate characters of ""H-e-l-l-o- -W-o-r-l-d""",Convert a string of numbers 'H-e-l-o-W' to a list,Helps to display a list of all the possible links to the page.,0.4444444444444445,0.07407407407407408,2
"pandas.concat([df['foo'].dropna(), df['bar'].dropna()]).reindex_like(df)",combine two columns `foo` and `bar` in a pandas data frame,concatenate nan values in a column 'foo' to a dataframe 'df' with,concatenate data to pandas DataFrame,0.2608695652173913,0.25000000000000006,2
"print(np.linspace(1, 3, num=5))",Create numpy array of `5` numbers starting from `1` with interval of `3`,lazing the radial ticks in a pandas dataframe `df`,Print a simple linear interpolation of 1 to 3,0.0,0.27272727272727276,2
logging.info('test'),Log message 'test' on the root logger.,get info of key 'test' in flask,Log test info,0.14285714285714285,0.4,2
df[df['BoolCol']].index.tolist(),get index of rows in dataframe `df` which column 'BoolCol' matches value True,convert list of tuples in pandas column 'Boolcol' into list of tuples,Returns the index of the bool columns as a list of strings.,0.32,0.16,2
legend(numpoints=1),make matplotlib plot legend put marker in legend only once,"legend a plot with x, y position of `numpoints`",Creates a legend with the given number of points.,0.2105263157894737,0.10526315789473685,2
"(date(2010, 12, 31) + relativedelta(months=(+ 2)))",get the date 2 months from today,add one day and three hours to the present time from a datetime object,Returns a date object with the relatived date.,0.19047619047619047,0.26666666666666666,2
"np.savetxt('c:\\data\\np.txt', df.values, fmt='%d')",write the data of dataframe `df` into text file `np.txt`,save a rational number from a string `c:/data\\np.txt`,np. savetxt,0.2727272727272727,0.15384615384615385,2
(datetime.now() - timedelta(1)).strftime('%Y-%m-%d'),get yesterday's date as a string in `YYYY-MM-DD` format using timedelta,How to get yesterday in python,Returns the current date as a string.,0.3,0.38095238095238093,2
"plt.plot(list(range(10)), '--bo')",set color marker styles `--bo` in matplotlib,plot a bar graph from 0 to 10,Plot a simple 10x10 plot,0.0,0.0,2
